Fushigi no Kuni no Angelique(Angelique's Adventures in Wonderland),N/A,2002,,Koei,JP
Futari wa Pretty Cure: Ariena~i! Yume no Sono wa Daimeikyuu,N/A,2004,,Bandai,JP
Futari Wa Pretty Cure Max Heart: Maji? Maji!? Fight de IN Janai,N/A,2005,,Bandai,JP
Gachasute! Dino Device Blue,N/A,2002,AI,Smilesoft,JP
Gachasute! Dino Device Red,N/A,2002,AI,Smilesoft,JP
Gachasute! Dino Device 2: Dragon,N/A,2003,AI,Rocket Company,JP
Gachasute! Dino Device 2: Phoenix,N/A,2003,AI,Rocket Company,JP
Gachinko Pro Yakyuu,N/A,2002,,Now Production,JP
Gadget Racers NA• Penny Racers PAL• Choro Q Advance JP,N/A,2001,Electronics Applications,Konami,"NA, JP, PAL"
Gakkou no Kaidan: Hyakuyoubako no Fuuin,N/A,2004,,TDK Core,JP
Gakkou O Tsukurou!! Advance,N/A,2001,,Victor,JP
Gakuen Alice: DokiDoki Fushigi Taiken,N/A,2004,Rokumendo,Kids Station,JP
Gakuen Senki Muryou,N/A,2003,,MTO,JP
Galaxy Angel,N/A,2002,,Marvelous Entertainment,JP
Galidor: Defenders of the Outer Dimension,N/A,2002,Tiertex Design Studios,Lego Media,NA
Game & Watch Gallery 4 NA• Game & Watch Gallery Advance PAL,Yes (SPM),2002,TOSE,Nintendo,"NA, PAL"
The Game of Life / Yahtzee / Payday,N/A,2005,Black Lantern Studios,Destination Software,"NA, PAL"
Games Explosion,N/A,2006,FrontLine Studios,THQ,NA
Ganbare! Dodge Fighters,Yes (SPM),2005,Kamui,Bandai,JP
"Garfield: The Search for Pooky NA, PAL• Garfield a la Recherche de Pooky FR",N/A,2005,InterActive Vision Games,The Game Factory,"NA, PAL"
"Garfield and His Nine Lives NA, PAL• Garfield et ses Neuf Vies FR• Garfield und seine Neun Leben DE",N/A,2006,Lucky Jump,The Game Factory,"NA, PAL"
Gauntlet / Rampart,N/A,2005,EC Interactive Games,DSI Games,"NA, PAL"
Gauntlet Dark Legacy,N/A,2002,Pocket Studios,Midway,NA
Gegege no Kitarou: Kiki Ippatsu! Youkai Rettou,N/A,2003,,Konami,JP
Gekido Advance: Kintaro's Revenge,N/A,2003 (NA)2002 (PAL),Naps Team,Destination Software,"NA, PAL"
Gekitou Densetsu Noah: Dream Management(Dream Management),N/A,2003,,Game Village,JP
Gem Smashers NA• Pazunin: Uminin no Puzzle de Nimu JP,N/A,2003,Frame Studios Interactive,Metro3D,"NA, JP"
Genseishin Justirisers: Souchaku! Chikyuu no Senshitachi,N/A,2004,WinkySoft,Konami,JP
Gensou Maden Saiyuki: Hangyaku no Toshin Taishi,N/A,2003,,Digital Kids,JP
Gensō Suikoden Card Stories,N/A,2001,Will,Konami,JP
Get Ride! AMDriver: Senkou no Hero Tanjou,N/A,2004,WinkySoft,Konami,JP
Get Ride! AMDriver: Shutsugeki! Battle Party,N/A,2004,KCEJ,Konami,JP
GET! Boku no Mushi Tsukamaete,N/A,2003,Wizard,Kemco,JP
GetBackers Dakkanya: Jagan Fuuin!,N/A,2003,,Konami,JP
GetBackers Dakkanya: Jigoku no Scaramouche,N/A,2001,Konami,Konami,JP
GetBackers Dakkanya: Metropolis Dakkan Sakusen!,N/A,2003,,Konami,JP
Ghost Rider,N/A,2006,,2K Games,"NA, PAL"
Ghost Trap,N/A,2002,Artoon,Eidos Interactive,JP
GlucoBoy,N/A,2007,Sensory Sweep Studios,Guidance Interactive,"NA, PAL"
Go! Go! Beckham! Adventure on Soccer Island,N/A,2002,Denki,Rage Software,PAL
"Godzilla: Domination! NA, PAL• Gojira: Kaijuu Dairantou Advance JP",Yes (SPM),2002,WayForward Technologies,Atari,"NA, JP, PAL"
Goemon: New Age Shutsudou!,N/A,2002,Konami,Konami,JP
Golden Nugget Casino,N/A,2004,Pipe Dream Interactive,Majesco,NA
"Golden Sun NA, PAL• Ougon no Taiyou: Hirakareshi Fuuin JP",Yes,2001,Camelot Software Planning,Nintendo,"NA, JP, PAL"
"Golden Sun: The Lost Age NA, PAL• Ougon no Taiyou: Ushinawareshi Toki JP• Golden Sun: L'Âge Perdu FR• Golden Sun: Die Vergessene Epoche DE• Golden Sun: La Edad Perdida ES• Golden Sun: L'Era Perduta IT",N/A,2003,Camelot Software Planning,Nintendo,"NA, JP, PAL"
Gradius Galaxies NA• Gradius Advance PAL• Gradius Generation JP,N/A,2001,Konami,Konami,"NA, JP, PAL"
Granbo,N/A,2001,,Capcom,JP
Grand Theft Auto Advance,No,2004,Digital Eclipse,Rockstar Games,"NA, PAL"
Greg Hastings' Tournament Paintball Max'd,N/A,2006,WXP,Activision Value,NA
Gremlins: Stripe vs Gizmo,N/A,2002,Magic Pockets,DreamCatcher Interactive,"NA, PAL"
The Grim Adventures of Billy & Mandy,N/A,2006,Full Fat,Midway Games,NA
Groove Adventure Rave: Hikari to Yami no Daikessen,N/A,2002,KCEJ,Konami,JP
"GT Advance Championship Racing NA, PALAdvance GTA JP",N/A,2001,MTO,THQ,"NA, JP, PAL"
"GT Advance 2: Rally Racing NA, PALAdvance Rally JP",N/A,2002,MTO,THQ,"NA, JP, PAL"
"GT Advance 3: Pro Concept Racing NA, PALAdvance GT2 JP",N/A,2003,MTO,THQ,"NA, JP, PAL"
GT Racers,N/A,2006,Aqua Pacific,Liquid Games,PAL
Guilty Gear X: Advance Edition,N/A,2002,Arc System Works,Sammy Studios,"NA, JP, PAL"
Gumby vs. the Astrobots,N/A,2005,Torus Games,Namco,NA
"Gunstar Super Heroes NA, JP• Gunstar Future Heroes PAL",No,2005,Treasure Co. Ltd,Sega,"NA, JP, PAL"
Guru Logi Champ,Yes (SPM),2001,Compile,Compile,JP
Gyakuten Saiban(Phoenix Wright: Ace Attorney),N/A,2001,Capcom,Capcom,JP
Gyakuten Saiban 2(Phoenix Wright: Ace Attorney − Justice for All),N/A,2002,Capcom,Capcom,JP
Gyakuten Saiban 3(Phoenix Wright: Ace Attorney − Trials and Tribulations),N/A,2004,Capcom,Capcom,JP
Hachiemon,N/A,2003,Natsume,Namco,JP
Hagane no Renkinjutsushi: Meisou no Rinbukyoku,N/A,2004,Tom Create,Bandai,JP
Hagane no Renkinjutsushi: Omoide no Soumeikyoku(Fullmetal Alchemist: Omoide no Sonata),N/A,2004,Tom Create,Bandai,JP
Hajime no Ippo: The Fighting,N/A,2002,Treasure Co. Ltd,ESP Software,JP
Hamepane Tokyo Mew Mew,N/A,2002,WinkySoft,Takara,JP
Hamster Club 3,N/A,2002,Nekogumi,Jorudan,JP
Hamster Club 4: Shigessa Daidassou,N/A,2003,Nekogumi,Jorudan,JP
Hamster Monogatari 2 GBA,N/A,2001,Culture Brain,Culture Brain,JP
Hamster Monogatari 3 GBA,N/A,2002,Culture Brain,Culture Brain,JP
"Hamster Monogatari 3EX, 4, Special",N/A,2003,Culture Brain,Culture Brain,JP
Hamster Monogatari Collection,N/A,2003,Culture Brain,Culture Brain,JP
Hamster Paradise: Pure Heart,N/A,2003,Digital Kids,Atlus,JP
Hamster Paradise Advanchu,N/A,2002,Digital Kids,Atlus,JP
"Hamtaro: Ham-Ham Games NA, PAL• Tottoko Hamutarou: Hamu-Hamu Sports JP",Yes,2004,Alpha Dream,Nintendo,"NA, JP, PAL"
"Hamtaro: Ham-Ham Heartbreak NA, PAL• Tottoko Hamutaro 3: Love Love Daibōken Dechu JP",No,20022003,Pax Softnica,Nintendo,"NA, JP, PAL"
Hamtaro: Rainbow Rescue• Tottoko Hamtaro 4: Nijiiro Daikoushin Dechu JP,No,20032004,Alpha Dream,Nintendo,"JP, PAL"
Hanabi Hyakkei Advance,N/A,2004,,Aruze,JP
Hanafuda Trump Mahjong: Depachika Wayounaka,N/A,2002,,Global A,JP
Happy Feet,N/A,2006,Artificial Mind and Movement,Warner Bros. Interactive Entertainment,"NA, PAL"
Hardcore Pinball,N/A,2002,Paragon 5,Telegames,NA
Hardcore Pool,Yes (SPM),,,Telegames,PAL
Harlem Globetrotters: World Tour,No,2006,DSI Games,DSI Games,"NA, PAL"
Harobots: Robo Hero Battling!!,N/A,2002,,Sunrise Interactive,JP
"Harry Potter: Quidditch World Cup NA, JP, PAL• Harry Potter: Coupe du Monde de Quidditch FR• Harry Potter: Quidditch Weltmeisterschaft DE• Harry Potter: Quidditch Copa del Mundo ES• Harry Potter: La Coppa del Mondo di Quidditch IT• Harry Potter: WK Zwerkbal NL",N/A,2003,Magic Pockets,EA Games,"NA, JP, PAL"
"Harry Potter and the Chamber of Secrets NA, PAL• Harry Potter to Himitsu no Heya JP• Harry Potter et la Chambre des Secrets FR• Harry Potter und die Kammer des Schreckens DE• Harry Potter y la Cámara Secreta ES• Harry Potter e la Camera dei Segreti IT• Harry Potter en de Geheime Kamer NL",N/A,2002,Eurocom,EA Games,"NA, JP, PAL"
"Harry Potter and the Goblet of Fire NA, PAL• Harry Potter et la Coupe de Feu FR• Harry Potter und der Feuerkelch DE• Harry Potter y el Caliz de Fuego ES• Harry Potter e il Calice Di Fuoco IT• Harry Potter en de Vuurbeker NL",Yes,2005,Magic Pockets,EA Games,"NA, PAL"
"Harry Potter and the Order of the Phoenix NA, PAL• Harry Potter et l'Ordre du Phénix FR• Harry Potter und der Orden des Phönix DE• Harry Potter y la Orden del Fénix ES• Harry Potter e l'Ordine della Fenice IT• Harry Potter en de Orde van de Feniks NL",N/A,2007,,EA Games,"NA, PAL"
"Harry Potter and the Prisoner of Azkaban NA, PAL• Harry Potter to Azkaban no Shuujin JP• Harry Potter et le Prisonnier d'Azkaban FR• Harry Potter und der Gefangene von Askaban DE• Harry Potter y el Prisionero de Azkaban ES• Harry Potter E Il Prigioniero Di Azkaban IT• Harry Potter en de Gevangene van Azkaban NL",N/A,2004,Griptonite Games,EA Games,"NA, JP, PAL"
Harry Potter and the Sorcerer's Stone NA• Harry Potter to Kenja no Ishi JP• Harry Potter and the Philosopher's Stone PAL• Harry Potter a L'Ecole des Sorciers FR• Harry Potter und des Stein der Weisen DE• Harry Potter y la Piedra Filosofal ES• Harry Potter e la Pietra Filosofale IT• Harry Potter en de Steen der Wijzen NL,No,2001,Griptonite Games,EA Games,"NA, JP, PAL"
Harukanaru Toki no Naka de(Haruka: Beyond the Stream of Time),N/A,2002,Inis,Koei,JP
"Harvest Moon: Friends of Mineral Town NA, PAL• Bokujou Monogatari: Mineral Town no Nakama-tachi JP",No,2003,TOSE,"Marvelous Interactive JP, Natsume NA, Nintendo AU","NA, JP, PAL"
Harvest Moon: More Friends of Mineral Town NA• Bokujou Monogatari: Mineral Town no Nakama-tachi for Girl JP,N/A,20032005,TOSE,"Marvelous Interactive JP, Natsume NA","NA, JP"
Hatena Satena,No,2001,Hudson Soft,Hudson Soft,JP
Heidi: The Game,N/A,2005,Independent Arts,East Entertainment Media,PAL
Hello! Idol Debut,N/A,2004,,TDK Core,JP
Hello Kitty Collection: Miracle Fashion Maker,N/A,2001,Access,Imagineer,JP
"Hello Kitty: Happy Party Pals NA, PAL• Hello Kitty: C'est la Fête! FR• Hello Kitty: Der Große Party-Spaß DE• Hello Kitty: Feliz Fiesta de Amigos ES• Hello Kitty: Happy Party IT",N/A,2005,Webfoot Technologies,THQ,"NA, PAL"
Hey Arnold!: The Movie,N/A,2002,Altron,THQ,"NA, PAL"
Hi Hi Puffy AmiYumi: Kaznapped!,N/A,2005,Altron,D3Publisher,"NA, JP, PAL"
Higanbana,N/A,2002,TOSE,Athena,JP
High Heat Major League Baseball 2002,N/A,2001,Möbius Entertainment,3DO,NA
High Heat Major League Baseball 2003,N/A,2002,Möbius Entertainment,3DO,NA
High School Musical: Livin' the Dream,N/A,2007,Artificial Mind and Movement,Disney Interactive Studios,NA
Hikaru no Go,N/A,2002,KCEJ,Konami,JP
Hikaru no Go 2,N/A,2001,KCEJ,Konami,JP
Princess Blue: Hime Kishi Monogatari,N/A,2002,,Tonkin House,JP
"The Hobbit: The Prelude to the Lord of the Rings NA, PAL• Hobbit no Bouken: Lord of the Rings Hajimari no Monogatari JP",N/A,2003,Saffire,Sierra Entertainment,"NA, JP, PAL"
Horsez NA• Horse & Pony: My Stud Farm PAL• Alexandra Ledermann: Aventures au Galop FR• Pferd & Pony: Mein Gestüt DE,N/A,2006,Independent Arts,Ubisoft,"NA, PAL"
Hot Potato!,N/A,2001,Pukka Games,Bam Entertainment,"NA, PAL"
Hot Wheels All Out,N/A,2006,TwoFiveSix,DSI Games,"NA, PAL"
"Hot Wheels: Burnin' Rubber NA, PAL• Hot Wheels Advance JP",N/A,2001,Altron,THQ,"NA, JP, PAL"
Hot Wheels: Stunt Track Challenge,N/A,2004,Razorback Developments,THQ,NA
Hot Wheels Velocity X,N/A,2002,Saffire,THQ,"NA, PAL"
Hot Wheels World Race,N/A,2003,,THQ,"NA, PAL"
Hudson Best Collection Vol. 1: Bomberman Collection (Bomberman/Bomberman II),N/A,2005,Hudson Soft,Hudson Soft,JP
Hudson Best Collection Vol. 2: Lode Runner Collection (Lode Runner/Championship Lode Runner),N/A,2005,Hudson Soft,Hudson Soft,JP
Hudson Best Collection Vol. 3: Action Collection (Challenger/Milon's Secret Castle),N/A,2005,Hudson Soft,Hudson Soft,JP
Hudson Best Collection Vol. 4: Nazotoki Collection (Nuts & Milk/Binary Land/Princess Tomato in the Salad Kingdom),N/A,2005,Hudson Soft,Hudson Soft,JP
Hudson Best Collection Vol. 5: Shooting Collection (Star Force/Star Soldier/Starship Hector),N/A,2006,Hudson Soft,Hudson Soft,JP
Hudson Best Collection Vol. 6: Bōkenjima Collection (Adventure Island/Adventure Island II/Adventure Island III/Adventure Island IV),N/A,2006,Hudson Soft,Hudson Soft,JP
Hugo: Bukkazoom!,N/A,2003,ITE Media,Namco,PAL
Hugo: The Evil Mirror,N/A,20022005,ITE Media,Namco,"NA, PAL"
Hunter X Hunter: Minna Tomodachi Daisakusen!!,N/A,2003,,Konami,JP
I Spy Challenger!,N/A,2002,Black Hammer Game,"Scholastic, Inc.",NA
Ice Age,N/A,2002,A2M,Ubisoft,"NA, JP, PAL"
Ice Age 2: The Meltdown,N/A,2006,Amaze Entertainment,Vivendi Universal Games,"NA, PAL"
Ice Nine,N/A,2005,Torus Games,BAM! Entertainment,"NA, PAL"
The Incredible Hulk,N/A,2003,Pocket Studios,Universal Interactive,"NA, PAL"
"The Incredibles NA, PAL• Mr. Incredible JP• Les Indestructibles FR• Die Unglaublichen DE• Los Increíbles ES• Gli Incredibili: Una ""Normale"" Famiglia di Supereroi IT",Yes,2004,Helixe,THQ,"NA, JP, PAL"
"The Incredibles: Rise of the Underminer NA, PAL• Mr. Incredible: Kyouteki Underminer Toujou JP• Les Indestructibles: La Terrible Attaque du Démolisseur FR• Die Unglaublichen: Der Angriff des Tunnelgräbers DE• Los Increíbles: La Amenza del Socavador ES• Gli Incredibili: L'ascesa del Minatore IT",N/A,2005,Helixe,THQ,"NA, JP, PAL"
Initial D: Another Stage,N/A,2002,Sammy Studios,Sammy Studios,JP
Inspector Gadget: Advance Mission,Yes,2001,Magic Pockets,Light & Shadow ProductionDreamCatcher Interactive,"NA, PAL"
Inspector Gadget Racing,N/A,2003,Bit Managers,Light & Shadow Production,PAL
International Karate Advanced,N/A,2001,,Studio 3,PAL
IK+ (International Karate Plus),No,2003,Ignition Entertainment,AIA,"NA, PAL"
International Superstar Soccer PAL• Jikkyou World Soccer Pocket JP,Yes,2001,Konami,Konami,"JP, PAL"
International Superstar Soccer Advance PAL• Jikkyou World Soccer Pocket 2 JP,Yes,2003,Konami,Konami,"JP, PAL"
Inukko Club: Fukumaru no Daibouken,N/A,2002,,Jorudan,JP
Inuyasha: Naraku no Wana! Mayoi no Mori no Shoutaijou,N/A,2003,WinkySoft,Takara,JP
Invader,N/A,2002,Formula,Xicat Interactive,PAL
The Invincible Iron Man,N/A,2002 (NA)2003 (PAL),Torus Games,Activision,"NA, PAL"
Iridion 3D,N/A,2001,Shin'en,Majesco Entertainment,"NA, PAL"
Iridion II,N/A,2003,Shin'en,Majesco EntertainmentVivendi Universal Games,"NA, PAL"
Iron Kid,N/A,2007,,Daiwon C&A,KR
Isseki Hacchou: Kore 1-pon de 8 Shurui!,Yes (SPM),2002,,Konami,JP
Island Xtreme Stunts,N/A,2002,Silicon Dreams Studio,Electronic ArtsLego Interactive,NA
It's Mr. Pants,N/A,2005,Rare,THQ,"NA, PAL"
J.League Pocket,N/A,2001,KCEO,Konami,JP
J-League Pocket 2,N/A,2002,Konami,Konami,JP
J-League Winning Eleven Advance 2002,N/A,2002,Konami,Konami,JP
J.League Pro Soccer Club o Tsukurou! Advance,N/A,2002,Smilebit,Sega,JP
"Jackie Chan Adventures: Legend of the Dark Hand NA, PAL• Les Aventures de Jackie Chan: La Legende de la Main Noire FR",N/A,2001,Torus Games,Activision,"NA, PAL"
Jaja-Kun Jr. Denshouki,N/A,2004,,Jaleco Entertainment,JP
James Pond: Codename Robocod,N/A,2005,Creature Labs,Valcon Games,"NA, PAL"
Japan Pro Mahjong Renmei Kounin: Tetsuman Advance,N/A,2002,,Kaga Tech,JP
Jazz Jackrabbit,Yes (SPM),2002,Game Titan,Jaleco Entertainment,"NA, PAL"
Jet Grind Radio NA• Jet Set Radio PAL,N/A,20032004,Vicarious Visions,"THQ, Sega","NA, PAL"
"Jimmy Neutron: Boy Genius NA, PAL• Jimmy Neutron un Garçon Génial FR• Jimmy Neutron der Mutige Erfinder DE• Jimmy Neutron: El Niño Inventor ES",N/A,2001,HumanSoft,THQ,"NA, PAL"
Jinsei Game Advance,N/A,2002,,Takara,JP
Jissen Pachi-Slot Hisshouhou! Juuou Advance,N/A,2002,,Sammy Studios,JP
Jonny Moseley Mad Trix,N/A,2002,GFX Construction,3DO,"NA, PAL"
JGTO Golf Master Mobile,N/A,2001,Konami,Konami,JP
Juka and the Monophonic Menace,N/A,2006,"Orbital Media, Inc.",SouthPeak Games,"NA, PAL"
Jurassic Park Institute Tour: Dinosaur Rescue,N/A,2003,,Rocket Company,JP
Jurassic Park III: Island Attack NA• Jurassic Park III: Advanced Action JP• Jurassic Park III: Dino Attack PAL,N/A,2001,Mobile21,Konami,"NA, JP, PAL"
"Jurassic Park III: Park BuilderNA, PAL• Jurassic Park III: Kyouryuu ni ai ni Ikou! JP",N/A,2001,Konami,Konami,"NA, JP, PAL"
"Jurassic Park III: The DNA FactorNA, PAL• Jurassic Park III: Ushinawareta Idenshi JP",No,2001,Konami,Konami,"NA, JP, PAL"
Justice League: Injustice for All,N/A,2002,Saffire,Midway,"NA, PAL"
Justice League: Chronicles,N/A,2003,Full Fat,Midway,NA
"Justice League Heroes: The Flash NA, PAL• Heros de la Ligue des Justiciers: Flash FR",N/A,2006,WayForward Technologies,"Warner Bros. Interactive Entertainment, Eidos Interactive","NA, PAL"
K-1 Pocket Grand Prix,N/A,2002,Daft,Konami,JP
K-1 Pocket Grand Prix 2,N/A,2002,Daft,Konami,JP
Kaeru B Back,N/A,2002,,Kadokawa Shoten,JP
Kaiketsu Zorori to Mahou no Yuuenchi,N/A,2004,Suzak,Bandai,JP
Kamaitachi no Yoru Advance(Banshee's Last Cry),N/A,2002,,ChunSoft,JP
Kami no Kijutsu: Illusion of the Evil Eyes,N/A,2002,KCEJ,Konami,JP
Kao the Kangaroo,N/A,2001,Titus Software,Titus Software,"NA, PAL"
Kappa no Kai-Kata: Katan Daibouken,N/A,2005,KCEJ,Konami,JP
Karnaaj Rally,N/A,2002,Paragon 5,Jaleco Entertainment,"NA, PAL"
Kawa no Nushi Tsuri 3 & 4,N/A,2006,TOSE,Marvelous Entertainment,JP
Kawa no Nushi Tsuri 5,N/A,2002,TOSE,Victor Interactive Software,JP
Kawaii Pet Game Gallery,N/A,2003,,Culture Brain,JP
Kawaii Pet Game Gallery 2,N/A,2004,,Culture Brain,JP
Kawaii Pet Shop Monogatari 3,N/A,2002,,Pacific Century Cyber Works,JP
Keitai Denjū Telefang 2: Power Version,N/A,2002,Natsume,Smilesoft,JP
Keitai Denjū Telefang 2: Speed Version,N/A,2002,Natsume,Smilesoft,JP
Kelly Slater's Pro Surfer,N/A,2002,HotGen,Activision,"NA, PAL"
Keroro Gunsou Taiketsu! Keroro Cart de Arimasu!!,N/A,2004,,Sunrise Interactive,JP
Kerplunk! / Toss Across / Tip It,N/A,2006,Gravity-I,DSI Games,NA
Kessakusen! Ganbare Goemon 1 & 2,N/A,2005,,Konami,JP
Kid Paddle,N/A,2005,Mistic Software,Atari SA,PAL
Kidou Gekidan Haro Ichiza: Haro no Puyo Puyo,N/A,2005,,Bandai,JP
Kidou Senshi Gundam Seed Destiny,N/A,2004,Natsume,Bandai,JP
Kidou Tenshi Angelic Layer,N/A,2001,,Epoch,JP
Kid's Cards,N/A,2006,SkyRiver Studios,Majesco Entertainment,NA
Kill Switch,N/A,2004,Visual Impact,Destination Software,"NA, PAL"
Killer 3D Pool,Yes,2005,Gravity-I,Destination Software,"NA, PAL"
The King of Fighters EX: Neo Blood,N/A,2002,Artoon,"Marvelous Entertainment JP / Sammy Studios NA, PAL","NA, JP, PAL"
The King of Fighters EX2: Howling Blood,N/A,2003,Marvelous Entertainment / Sun-Tec,Marvelous Entertainment JP / Atlus NA,"NA, JP, PAL"
Kingdom Hearts: Chain of Memories,N/A,2004,Jupiter,Square Enix,"NA, JP, PAL"
Kinniku Banzuke: Kimeru! Kiseki no Kanzen Seiha,N/A,2001,KCE Studios,Konami,JP
Kinniku Banzuke: Kongou-Kun no Daibouken!,N/A,2001,Jupiter Multimedia,Konami,JP
"Kirby: Nightmare in Dream Land NA, PAL, AU• Hoshi no Kirby: Yume no Izumi Deluxe JP",Yes (SPM),2002,HAL Laboratory,Nintendo,"NA, JP, PAL, AU"
"Kirby & the Amazing Mirror NA, PAL, AU• Hoshi no Kirby: Kagami no Daimeikyuu JP","Yes (COOP, SPM)",2004,Flagship Dimps HAL Laboratory Arika,Nintendo,"NA, JP, PAL, AU"
Kiss x Kiss: Seirei Gakuen,N/A,2004,Kamui,Bandai,JP
Klax / Marble Madness,N/A,2005,Frame Studios Interactive,DSI Games,"NA, PAL"
Klonoa Heroes: Densetsu no Star Medal,N/A,2002,Namco,Namco,JP
"Klonoa: Empire of Dreams NA, PAL• Kaze no Klonoa: Yumemiru Teikoku JP",N/A,2001,"Namco, Now Production",Namco,"NA, JP, PAL"
Klonoa 2: Dream Champ Tournament NA• Kaze no Klonoa G2: Dream Champ Tournament JP,N/A,2002 (JP)2005 (NA),Namco Now Production,Namco,"NA, JP"
"The Koala Brothers: Outback Adventures NA, PAL• Les Freres Koalas: Aventures en Australie FR",N/A,2006,Sirius Games,The Game Factory,"NA, PAL"
Koinu to Issho! Aijou Monogatari,N/A,2003,,Culture Brain,JP
Koinu to Issho! 2,N/A,2004,,Culture Brain,JP
Koinu-Chan no Hajimete no Osanpo: Koino no Kokoro Ikusei Game,N/A,2003,TDK Mediactive,TDK Mediactive,JP
Konami Collector's Series: Arcade Advanced NA• Konami Arcade Game Collection JP• Konami Collector's Series: Arcade Classics PAL,Yes (SPM),2002,Konami,Konami,"NA, JP, PAL"
Konchuu Monster: Battle Master,N/A,2005,,Culture Brain,JP
Konchuu Monster: Battle Stadium,N/A,2005,,Culture Brain,JP
Konchuu Ouja Mushiking: Greatest Champion e no Michi(Kouchuu Ouja: Mushi King),N/A,2005,,Sega,JP
Konchuu no Mori no Daibouken,N/A,2005,,Culture Brain,JP
"Konami Krazy RacersNA, PAL• Konami Wai Wai Racing Advance JP",Yes (VS),2001,KCEK,Konami,"NA, JP, PAL"
Kong: The Animated Series,N/A,20022003,Planet Interactive,Bam Entertainment,"NA, PAL"
Kong: King of Atlantis,N/A,2005,SkyRiver Studios,Majesco Entertainment,"NA, PAL"
Kong: The 8th Wonder of the World NA• King Kong: The Official Game of the Movie PAL,N/A,2005,Ubisoft,Ubisoft,"NA, PAL"
Konjiki no Gash Bell!!: Card Battle,N/A,,,,JP
Konjiki no Gash Bell!!: Makai no Bookmark,N/A,,,,JP
Konjiki no Gash Bell!!: Yuujou no Zakeru JP• Zatch Bell!: Electric Arena NA,N/A,,,,"NA, JP"
Konjiki no Gash Bell!!: Yuujou no Zakeru 2,N/A,,,,JP
Konjiki no Gash Bell: Yuujou no Zakeru Dream Tag Tournament,N/A,,,,JP
Koro Koro Puzzle Happy Panechu!,No,2002,"Mobile21, Nintendo R&D2",Nintendo,JP
Kotoba no Puzzle: Mojipittan Advance,N/A,2003,,Namco,JP
Koukou Juken Advance Series: Eigo Koubunhen 26 Units Shuuroku,N/A,,,Keynet,JP
Koukou Juken Advance Series: Eijukugohen 650 Phrases Shuuroku,N/A,,,Keynet,JP
Koukou Juken Advance Series: Eitangohen 2000 Words Shuuroku,N/A,,,Keynet,JP
Kunio-kun Nekketsu Collection 1 Nekketsu Kōkō Dodgeball Bu Nekketsu Street Basket,N/A,2005,"Million Co., Ltd.",Atlus,JP
Kunio-kun Nekketsu Collection 2 Nekketsu Kōkō Dodgeball Bu: Soccer Hen Downtown Nekketsu Kōshinkyoku,N/A,2005,"Million Co., Ltd.",Atlus,JP
Kunio-kun Nekketsu Collection 3 Downtown Special: Kunio-kun no Jidaigeki da yo - Zenin Shūgō! Ike Ike! Nekketsu Hockey-bu: Subete Koronde Dairantō,N/A,2006,"Million Co., Ltd.",Atlus,JP
Kurohige no Golf Shiyouyo,N/A,2002,Inti Creates,Tomy Corporation,JP
Kurohige no Kurutto Jintori,N/A,2002,Happy-Smile,Tomy Corporation,JP
Kuru Kuru Kururin,"Yes (VS, SPM)",2001,Eighting,Nintendo,"JP, PAL"
Kururin Paradise,Yes (SPM),2002,Eighting,Nintendo,JP
Lady Sia,No,2001,RFX Interactive,TDK Mediactive,"NA, PAL"
"The Land Before Time NA, PAL• Le Petit Dinosaure FR• In Einem Land Vor Unserer Zeit DE• Alla Ricerca della Valle Incantata IT",N/A,2002,Full Fat,Conspiracy Entertainment,"NA, PAL"
"The Land Before Time: Into the Mysterious Beyond NA, PAL• La Vallée du Petit Dinosaure: Aventures vers l'inconnu FR",N/A,2006,Sirius Games,The Game Factory,"NA, PAL"
Legend of Dynamic Goushouden: Houkai no Rondo,N/A,2003,Will,Banpresto,JP
The Legend of Spyro: A New Beginning,N/A,2006,Krome Studios,Vivendi Games,"NA, PAL"
The Legend of Spyro: The Eternal Night,N/A,2007,Amaze Entertainment,Vivendi Games,"NA, PAL"
"The Legend of Zelda: A Link to the Past and Four SwordsNA, PAL• Zelda no Densetsu: Kamigami no Triforce & Yotsu no Tsurugi JP",Yes,2003,Nintendo,Nintendo,"NA, JP, PAL"
"The Legend of Zelda: The Minish CapNA, PAL• Zeruda no Densetsu Fushigi no Bōshi JP",No,2004,Capcom,Nintendo,"NA, JP, PAL"
Legends of Wrestling II,N/A,2002,Powerhead Games,Acclaim Entertainment,"NA, PAL"
Legendz: Yomigaeru Shiren no Shima JP• Legendz: Buhwarhaneun Siryeonui Seom KR,N/A,2004,Bec,Bandai,"JP, KO"
Legendz: Sign of Nekuromu(Legendz: Sign of Necrom),N/A,2005,,Bandai,JP
Lego Bionicle,N/A,2001,Saffire,Lego Media,"NA, PAL"
Lego Island 2: The Brickster's Revenge,N/A,2001,Silicon Dreams,Lego Software,"NA, PAL"
Lego Knights' Kingdom,N/A,2004,Razorback Developments,THQ,"NA, PAL"
Lego Racers 2,Yes,2001,Pocket Studios,Lego Media,"NA, PAL"
"Lego Star Wars: The Video Game NA, PAL, JP• Lego Star Wars: Das Videospiel DE",No,2005,Griptonite Games,Eidos Interactive,"NA, JP, PAL"
