Phantasy Star Collection,N/A,2002 (NA)2003 (PAL),Digital Eclipse,THQ,"NA, PAL"
Phil of the Future,N/A,2006,Handheld Games,Buena Vista Games,NA
Pia Carrot e Youkoso!! 3.3(Welcome to Pia Carrot 3.3),N/A,2004,F&C,NEC Interchannel,JP
"Piglet's Big Game NA, PAL• Les Aventures de Porcinet FR• Ferkels Grosses Abenteuer-Spiel DE",N/A,2003,Doki Denki,Disney Interactive Studios,"NA, PAL"
Pika Pika Nurse Monogatari: Hatsuratsu Nurse Ikusei Game,N/A,2003,,TDK Core,JP
Pinball Advance,N/A,2002,Rebellion Developments,Digital Worldwide,PAL
Pinball Challenge Deluxe (Pinball Dreams / Pinball Fantasies),N/A,2002,Binary 9 Studios,Ubisoft,PAL
The Pinball of the Dead,N/A,2002,Sega,THQ,"NA, JP, PAL"
Pinball Tycoon,N/A,2003,Ignition Entertainment,AIA,"NA, PAL"
Pink Panther: Pinkadelic Pursuit,N/A,2002,Super Empire,DreamCatcher Interactive,"NA, PAL"
Pinky and the Brain: The Masterplan PAL• Mignolo e il Professore: Alla Conquista del Mondo IT,Yes (SPM),2002,Warthog,Swing! Deutschland,PAL
Pinky Monkey Town,N/A,2001,Starfish,Starfish,JP
Pinobee & Phoebee,N/A,2002,Artoon,Hudson,JP
"Pinobee: Wings of Adventure NA, PAL• Pinobee no Daibouken JP• Pinobee: Les Ailes de L'Aventure FR",No,2001,Artoon,Activision,"NA, JP, PAL"
Pirates of the Caribbean: The Curse of the Black Pearl,No,2003,Pocket Studios,TDK Mediactive,"NA, JP, PAL"
"Pirates of the Caribbean: Dead Man's Chest NA, PAL• Pirates Des Caraïbes: Le Secret du Coffre Maudit FR• Pirates of the Caribbean: Fluch der Karibik 2 DE• Piratas del Caribe: El Cofre del Hombre Muerto ES",Yes,2006,Amaze Entertainment,Buena Vista Games,"NA, PAL"
"Pitfall: The Lost Expedition NA, PAL• Pitfall: L'Expedition Perdue FR• Pitfall: Die Verlorene Expedition DE",Yes,2004,Torus Games,Activision,"NA, PAL"
Pitfall: The Mayan Adventure,No,2001,Pipe Dream Interactive,Majesco Entertainment,NA
Pixeline i Pixieland DK,N/A,2007,,Krea Medie A/S,PAL
Planet Monsters,Yes,2001 (NA)2002 (PAL),Planet Interactive,Titus Software,"NA, PAL"
"Planet of the Apes NA, PAL• Planète des Singes FR• Planet der Affen DE• El Planeta de los Simios ES• Il Pianeta delle Scimmie IT",N/A,2001,Torus Games,Ubisoft,"NA, PAL"
Play Novel: Silent Hill,No,2001,,Konami,JP
Pocket Dogs• Poke Inu: Poket Dog JP,N/A,2005,Agatsuma Entertainment,O3 Entertainment,"NA, JP"
Pocket Music• GameBoy Music JP,N/A,2002,Jester Interactive,Rage Software,"JP, PAL"
Pocket Professor: KwikNotes Volume One,N/A,2006,,"Pocket Direct, L.L.C.",NA
Pocky & Rocky with Becky NA• Kiki KaiKai Advance JP,N/A,2002,Altron,Natsume,"NA, JP"
"Pokémon Emerald NA, PAL, AU• Pocket Monsters Emerald JP• Pokémon: Version Emeraude FR• Pokémon: Smaragd-Edition DE• Pokémon: Edición Esmeralda ES• Pokémon: Versione Smeraldo IT",Yes,2004,Game Freak Creatures Inc.,Nintendo,"NA, JP, PAL, AU"
"Pokémon FireRed NA, PAL, AU• Pocket Monsters FireRed JP• Pokémon: Version Rouge Feu FR• Pokémon: Feuerrote Edition DE• Pokémon: Edición Rojo Fuego ES• Pokémon: Versione Rosso Fuoco IT",Yes,2004,Game Freak,Nintendo,"NA, JP, PAL, AU"
"Pokémon LeafGreen NA, PAL, AU• Pocket Monsters LeafGreen JP• Pokémon: Version Vert Feuille FR• Pokémon: Blattgrüne Edition DE• Pokémon: Edición Verde Hoja ES• Pokémon: Versione Verde Foglia IT",Yes,2004,Game Freak,Nintendo,"NA, JP, PAL, AU"
"Pokémon Mystery Dungeon: Red Rescue Team NA, PAL, AU• Pokémon Fushigi no Danjon Aka no Kyūjotai JP• Pokémon Donjon Mystère: Equipe de Secours Rouge FR• Pokémon Mystery Dungeon: Team Rot DE• Pokémon Mundo Misterioso: Equipo de rescate Rojo ES• Pokémon Mystery Dungeon: Squadra Rossa IT",N/A,2005,Chunsoft,Nintendo,"NA, JP, PAL, AU"
"Pokémon Pinball: Ruby and SapphireNA, PAL, JP, AU• Pokémon Pinball: Rubis & Saphir FR• Pokémon Pinball: Rubin & Saphir DE• Pokémon Pinball: Rubí y Zafiro ES• Pokémon Pinball: Rubino e Zaffiro IT",N/A,2003,Jupiter,Nintendo,"NA, JP, PAL, AU"
"Pokémon Ruby NA, PAL, AU• Pocket Monsters Ruby JP• Pokémon: Version Rubis FR• Pokémon: Rubin-Edition DE• Pokémon: Edición Rubí ES• Pokémon: Versione Rubino IT",Yes,2002,Game Freak,Nintendo,"NA, JP, PAL, AU"
"Pokémon Sapphire NA, PAL, AU• Pocket Monsters Sapphire JP• Pokémon: Version Saphir FR• Pokémon: Saphir-Edition DE• Pokémon: Edición Zafiro ES• Pokémon: Versione Zaffiro IT",Yes,2002,Game Freak,Nintendo,"NA, JP, PAL, AU"
"The Polar Express NA, PAL• Le Pôle Express FR• Der Polarexpress DE• Polar Express ES, IT",Yes,2004,Tantalus,THQ,"NA, PAL"
"Polarium Advance NA, PAL• Tsuukin Hitofude JP",N/A,2005 (JP)2006 (PAL/NA),Mitchell,Nintendo,"NA, JP, PAL"
Polly Pocket: Super Splash Island,N/A,2003,Digital Illusions,VU Games,"NA, PAL"
Popeye: Rush for Spinach,N/A,2005 (NA)2006 (PAL),Magic Pockets,Namco,"NA, PAL"
Postman Pat and the Greendale Rocket,N/A,2007,Otaboo,The Game Factory,PAL
Power Pro Kun Pocket 1+2(Powerful Pro Baseball 1+2),Yes,2004,Diamond Head,Konami,JP
Power Pro Kun Pocket 3(Powerful Pro Baseball 3),Yes,2001,Diamond Head,Konami,JP
Power Pro Kun Pocket 4(Powerful Pro Baseball 4),Yes,2002,Diamond Head,Konami,JP
Power Pro Kun Pocket 5(Powerful Pro Baseball 5),Yes,2003,Diamond Head,Konami,JP
Power Pro Kun Pocket 6(Powerful Pro Baseball 6),Yes,2003,Diamond Head,Konami,JP
Power Pro Kun Pocket 7(Powerful Pro Baseball 7),Yes,2004,Diamond Head,Konami,JP
"Power Rangers: Dino Thunder NA, PAL• Power Rangers: Dino Tonnerre FR",N/A,2004,Natsume,THQ,"NA, PAL"
Power Rangers: Ninja Storm,N/A,2003,Natsume,THQ,"NA, PAL"
Power Rangers: S.P.D.,N/A,2005,Natsume,THQ,"NA, PAL"
"Power Rangers: Time Force NA, PAL• Power Rangers: La Force du Temps FR",N/A,2001,Vicarious Visions,THQ,"NA, PAL"
Power Rangers: Wild Force,N/A,2002,Natsume,THQ,NA
The Powerpuff Girls: Him and Seek,N/A,2002,Vicarious Visions,Bam Entertainment,"NA, PAL"
The Powerpuff Girls: Mojo Jojo A-Go-Go,N/A,2001,Sennari Interactive,Bam Entertainment,"NA, PAL"
Prehistorik Man,No,2001,Titus Software,Titus Software,"NA, PAL"
Premier Action Soccer PAL• Anstoss Action DE,N/A,2006,Independent Arts,East Entertainment Media,PAL
Premier Manager 2003-04,N/A,2003,,Zoo Digital Publishing,PAL
Premier Manager 2004/2005,N/A,2004,,Zoo Digital Publishing,PAL
Premier Manager 2005/2006,N/A,2005,Zoo Digital Publishing,Zoo Digital Publishing,PAL
Prince of Persia: The Sands of Time,No,2003,Ubisoft Montreal,Ubisoft,"NA, PAL"
Princess Natasha: Student · Secret Agent · Princess,N/A,2006,Frame Studios Interactive,DSI Games,"NA, PAL"
Pro Mahjong Tsuwamono Advance,N/A,2005,,Culture Brain,JP
The Proud Family,N/A,2005,Gorilla Systems,Buena Vista Interactive,NA
PukuPuku Tennen Kairanban,N/A,2002,,Victor Interactive Software,JP
PukuPuku Tennen Kairanban: Koi no Cupid Daisakusen,N/A,2004,,Marvelous Entertainment,JP
PukuPuku Tennen Kairanban: Youkoso! Illusion Land e,N/A,2004,,Marvelous Entertainment,JP
Punch King,N/A,2002,Full Fat,Acclaim,"NA, PAL"
Puppy Luv: Spa and Resort,N/A,2007,Humagade,Activision,NA
Puyo Pop,Yes (SPM),2002,Sonic Team,THQ,"NA, JP, PAL"
Puyo Pop Fever PAL• Puyo Puyo Fever JP,Yes (SPM),2004,Sonic Team,Sega,"JP, PAL"
Pyuu to Fuku! Jaguar: Byuu to Deru! Megane-Kun,N/A,2004,Intense,Konami,JP
Quad Desert Fury,No,2003,Skyworks Technologies,Majesco Sales,NA
R-Type III: The Third Lightning,N/A,2004,Raylight Studios,Destination Software,"NA, PAL"
Racing Fever,N/A,2005,Naps Team,Neko Entertainment,PAL
Racing Gears Advance,N/A,2005,"Orbital Media, Inc.","Orbital Media, Inc.","NA, PAL"
Rampage Puzzle Attack,Yes (SPM),2001,Ninai Games,Midway,"NA, PAL"
Rapala Pro Fishing,N/A,2004 (NA)2005 (PAL),Torus Games,Activision Value,"NA, PAL"
Ratatouille,N/A,2007,Helixe,THQ,"NA, PAL"
Rave Master: Special Attack Force NA• Groove Adventure Rave: Hikari to Yami no Daikessen 2 JP,N/A,2002 (JP)2005 (NA),KCEJ,Konami,"NA, JP"
Rayman 3,Yes (SPM),2003,Ubisoft,Ubisoft,"NA, PAL"
Rayman Advance,No,2001,Digital Eclipse,Ubisoft,"NA, PAL"
Rayman: Hoodlum's Revenge NA• Rayman: Hoodlums' Revenge PAL• Rayman: La Revanche Des Hoodlums FR• Rayman: Die Rache Der Hoodlums DE,No,2005,Backbone Entertainment,Ubisoft,"NA, PAL"
"Rayman Raving Rabbids NA, PAL• Rayman Contre Les Lapins Crétins FR",No,2006,Visual Impact,Ubisoft,"NA, PAL"
Razor Freestyle Scooter NA• Freestyle Scooter PAL,N/A,2001,Crave,Crave,"NA, PAL"
Ready 2 Rumble Boxing: Round 2,N/A,2001,Crawfish Interactive,Midway,"NA, PAL"
Rebelstar: Tactical Command,Yes,2005 (NA)2006 (PAL),Codo Technologies,Namco,"NA, PAL"
Rec Room Challenge: Darts / Roll-a-Ball / Shuffle Bowl,N/A,2005,Skyworks Technologies,Majesco,NA
Recca no Honō: Flame of Recca,N/A,2001,,Konami,JP
Reign of Fire,N/A,2002,Crawfish Interactive,Bam Entertainment,"NA, PAL"
Relaxuma na Mainichi,N/A,2005,,Imagineer,JP
Rescue Heroes: Billy Blazes,N/A,2003,WayForward,VU Games,NA
The Revenge of Shinobi,No,2002 (NA)2003 (PAL),3d6 Games,THQ,"NA, PAL"
"The Revenge of the Smurfs NA, PAL• La Revanche des Schtroumpfs: De Wraak van de Smurfen FR• Die Schlümpfe schlagen zurück DE• Las Vengaza de los Pitufos ES• La Rivincita dei Puffi IT",Yes (SPM),2002,Bit Managers,Infogrames,PAL
Rhythm Tengoku,Yes,2006,Nintendo SPD,Nintendo,JP
The Ripping Friends: The World's Most Manly Men!,N/A,2002,Creations,THQ,"NA, PAL"
Risk / Battleship / Clue,N/A,2005,Gravity-I,DSI Games,NA
River City Ransom EX NA• Downtown Nekketsu Monogatari EX JP,N/A,2004,"Million Co., Ltd.",Atlus,"NA, JP"
Riviera: The Promised Land NA• Riviera: Yakusoku no Chi Riviera JP,N/A,2004 (JP)2005 (NA),Sting,Atlus,"NA, JP"
Road Rash: Jailbreak,N/A,2003,Magic Pockets,Electronic Arts,"NA, PAL"
Road Trip: Shifting Gears NA• Gadget Racers PAL• Choro Q Advance 2 JP,N/A,2002 (JP)2003 (PAL)2004 (NA),Electronics Application,Conspiracy Entertainment,"NA, JP, PAL"
Robopon 2: Cross Version NA• Robot Pokotto 2: Cross Version JP,Yes (SPM),2001 (JP)2002 (NA),RED Entertainment,Atlus,"NA, JP"
Robopon 2: Ring Version NA• Robot Pokotto 2: Ring Version JP,Yes (SPM),2001 (JP)2002 (NA),RED Entertainment,Atlus,"NA, JP"
Robot Wars: Advanced Destruction,N/A,2001 (PAL)2002 (NA),Crawfish Interactive,VU Games,"PAL, NA"
Robot Wars: Extreme Destruction,N/A,2002,Gamezlab,BBC Multimedia,PAL
Robotech: The Macross Saga,N/A,2002,Lucky Chicken,TDK Mediactive,"NA, PAL"
Robots,N/A,2005,Amaze Entertainment,Sierra Entertainment,"NA, JP, PAL"
Rock 'Em Sock 'Em Robots,N/A,2006,Full Fat,DSI Games,"NA, PAL"
Rock n' Roll Racing,Yes,2003,Mass Media,Blizzard Classic Arcade,"NA, PAL"
Rocket Power: Beach Bandits,N/A,2002,Helixe,THQ,NA
"Rocket Power: Dream Scheme NA, PAL• Rocket Power: Le Cauchemar d'Otto FR",N/A,2001,Helixe,THQ,"NA, PAL"
Rocket Power: Zero Gravity Zone,N/A,2003,Altron,THQ,NA
Rockman EXE 4.5: Real Operation,N/A,2004,Capcom Production Studio 2,Capcom,JP
Rocky,N/A,2002 (NA)2005 (PAL),Virtucraft,Ubisoft,"NA, PAL"
RPG Tsukuru Advance,N/A,2003,,Enterbrain,JP
"Rugrats Go Wild NA, PAL• Les Razmoket Rencontrent les Delajungle FR",N/A,2003,Magellan Interactive,THQ,"NA, PAL"
"Rugrats: Castle Capers NA, PAL• Les Razmoket: Voler n'est pas Jouer FR• Rugrats: Travesuras en el Castillo ES",N/A,2001,Software Creations,THQ,"NA, PAL"
"Rugrats: I Gotta Go Party NA, PAL• Les Razmoket: A Moi la Fiesta FR",Yes (SPM),2002,Eurocom,THQ,"NA, PAL"
Sabre Wulf,N/A,2004,Rare Ltd.,THQ,"NA, PAL"
Sabrina The Teenage Witch: Potion Commotion,No,2002,Ubisoft,Ubisoft,"NA, PAL"
Saibara Rieko no Dendou Mahjong,Yes (SPM),2001,Warashi,Media Rings,JP
Sakura Momoko no Ukiuki Carnival,N/A,2002,Indies Zero,Nintendo,JP
Salt Lake 2002,N/A,2002,DC Studios,Ubisoft,"NA, PAL"
Samurai Deeper Kyo,N/A,2008,Natsume,Bold Games,"NA, JP"
Samurai Evolution: Oukoku Geist,N/A,2002,TeaSet,Enix,JP
Samurai Jack: The Amulet of Time,N/A,2003,Virtucraft Studios,BAM! Entertainment,"NA, PAL"
San Goku Shi(Romance of the Three Kingdoms),N/A,2005,Koei,Koei,JP
San Goku Shi: Eiketsuden,N/A,2005,,Koei,JP
San Goku Shi: Koumeiden,N/A,2005,,Koei,JP
Sanrio Puro Land All-Characters,N/A,2003,,Tomy Corporation,JP
Sansara Naga 1x2,N/A,2001,Groove Box Japan,Victor Interactive Software,JP
"Santa Claus Jr. Advance NA, PAL• Père Noël Advance FR",N/A,2002,Neon Studios,JoWooD Entertainment AG,PAL
Santa Claus Saves the Earth,No,2002,Credited as Ivolgamus (now known as Nordcurrent),Telegames,PAL
The Santa Clause 3: The Escape Clause,N/A,2006,1st Playable Productions,Buena Vista Games,NA
Scan Hunter,N/A,2002,,Pacific Century Cyber Works,JP
Scooby-Doo!,N/A,2002,Helixe,THQ,"NA, PAL"
"Scooby-Doo 2: Monsters Unleashed NA, PAL• Scooby-Doo 2: Les Monstres se Dechainent FR• Scooby-Doo 2: Die Monster Sind Los DE",N/A,2004,Altron,THQ,"NA, PAL"
"Scooby-Doo and the Cyber Chase NA, PAL• Scooby-Doo et la Cybertraque FR• Scooby-Doo und die Cyber-Jagd DE",N/A,2001,Software Creations,THQ,"NA, PAL"
"Scooby-Doo! Mystery Mayhem NA, PAL• Scooby-Doo! Le Livre des Ténèbres FR• Scooby-Doo! Fluch der Folianten DE",N/A,2003,Artificial Mind and Movement,THQ,"NA, PAL"
"Scooby-Doo! Unmasked NA, PAL• Scooby-Doo! Démasqué FR",N/A,2005,Artificial Mind and Movement,THQ,"NA, PAL"
The Scorpion King: Sword of Osiris,N/A,2002,WayForward,Universal Interactive,"NA, PAL"
Scrabble,N/A,2002,Runecraft,Ubisoft,PAL
Scrabble Blast! NA• Scrabble Scramble PAL,N/A,2005,Visual Impact,Destination Software,"NA, PAL"
Scurge: Hive,N/A,2006,"Orbital Media, Inc.",SouthPeak Games,"NA, PAL"
SD Gundam G Generation Advance,N/A,2003,Vanguard,Bandai,JP
SD Gundam Force,N/A,2004,Tom Create,Bandai,"NA, JP"
Sea Trader: Rise of Taipan,N/A,2003,,Jaleco Entertainment,NA
Sega Arcade Gallery,N/A,2003,Sega,THQ,"NA, PAL"
Sega Rally Championship,N/A,2003,Dice,Sega,"NA, JP, PAL"
Sega Smash Pack,N/A,2002,CodeFire,THQ,"NA, PAL"
Sengoku Kakumei Gaiden,N/A,2003,KCE Studios,Konami,JP
Sennen Kazoku,N/A,2005,Indies Zero,Nintendo,JP
Sentouin: Yamada Hajime,N/A,2004,Rokumendo,Kids Station,JP
Serious Sam Advance,No,2004,Climax Studios,Global Star Software,"NA, PAL"
Shaman King Chou Senjiryakketsu 2,N/A,2002,Studio Saizensen,Konami,JP
Shaman King Chou Senjiryakketsu 3,N/A,2002,Studio Saizensen,Konami,JP
"Shaman King: Legacy of the Spirits, Soaring Hawk",N/A,2005,Konami,Konami,NA
"Shaman King: Legacy of the Spirits, Sprinting Wolf",N/A,2005,Konami,Konami,NA
Shaman King: Master of Spirits,N/A,20042005,Konami,Konami,"NA, JP, PAL"
Shaman King: Master of Spirits 2,N/A,20052006,Konami,Konami,"NA, JP, PAL"
Shamu's Deep Sea Adventures,N/A,2005,Humagade,Activision,"NA, PAL"
Shanghai Advance,Yes (SPM),2001,SunSoft,SunSoft,JP
"Shark Tale NA, JP, PAL• Gang De Requins FR• Große Haie-Kleine Fische DE• El Espantatiburones ES",N/A,2004,Vicarious Visions,Activision,"NA, JP, PAL"
Shaun Palmer's Pro Snowboarder,N/A,2001,Natsume,Activision,"NA, PAL"
"Sheep NA, PAL• Hitsuji no Kimochi JP",N/A,2004,Capcom,Empire Interactive,"NA, JP, PAL"
Shikakui Atama o Maru Kusuru Advance: Kanji Keisanhen,N/A,2004,,Rocket Company,JP
Shikakui Atama o Maru Kusuru Advance: Kokugo Sansuu Shakai Rikahen,N/A,2004,,Rocket Company,JP
Shimura Ken no Bakatono-sama: Bakushou Tenka Touitsu Game,N/A,2002,Kamui,TDK Core,JP
Shin Bokura no Taiyō: Gyakushū no Sabata(Boktai 3: Sabata's Counterattack),N/A,2005,Hideo Kojima Production,Konami,JP
Shin Kisekae Monogatari,N/A,2003,,Marvelous Entertainment,JP
Shin Megami Tensei,N/A,2003,,Atlus,JP
Shin Megami Tensei II,N/A,2003,,Atlus,JP
Shin Megami Tensei: Devil Children - Messiah Riser,N/A,2004,Rocket Company,Atlus,JP
Shin Megami Tensei: Devil Children - Puzzle de Call!,Yes (SPM),2003,,Atlus,JP
Shin Megami Tensei: Devil Children 2 - Honoo no Sho,N/A,2003,,Atlus,JP
Shin Megami Tensei: Devil Children 2 - Koori no Sho,N/A,2003,,Atlus,JP
Shin Nippon Pro Wrestling: Toukon Retsuden Advance,N/A,2002,,Tomy Corporation,JP
Shingata Medarot: Kabuto Version,N/A,2004,Natsume,Imagineer,JP
Shingata Medarot: Kuwagata Version,N/A,2004,Natsume,Imagineer,JP
"Shining Force: Resurrection of the Dark Dragon NA, PAL• Shining Force: Kuroki Ryuu no Fukkatsu JP",N/A,2004,Amusement Vision,Atlus,"NA, JP, PAL"
Shining Soul,N/A,2002 (JP)2003 (PAL/NA),Nex Entertainment,Atlus,"NA, JP, PAL"
Shining Soul II,N/A,2003 (JP)2004 (PAL/NA),Nex Entertainment,Atlus,"NA, JP, PAL"
Shiren Monsters: Netsal,N/A,2004,,ChunSoft,JP
Shonen Jump's One Piece,N/A,2005,Dimps Corporation,Bandai,NA
Shoubushi Densetsu Tetsuya: Yomigaeru Densetsu(Gambler Densetsu Tetsuya: Yomigaeru Densetsu),N/A,2002,,Athena,JP
Shrek: Hassle at the Castle,Yes (SPM),2002,TOSE,TDK Mediactive,"NA, PAL"
Shrek: Reekin' Havoc,N/A,2003,TOSE,TDK Mediactive,"NA, PAL"
Shrek Smash n' Crash Racing,N/A,2006,Torus Games,Activision,"NA, PAL"
Shrek SuperSlam,Yes,2005,Shaba Games,Activision,"NA, PAL"
Shrek: Swamp Kart Speedway,N/A,2002,Prolific,TDK Mediactive,"NA, PAL"
Shrek 2,N/A,2004,Vicarious Visions,Activision,"NA, PAL"
"Shrek 2: Beg for Mercy! NA, PAL• Shrek 2: La Charge Zéroïque FR• Shrek 2: Flehe um Gnade! DE• Shrek 2: Suplicad Piedad ES• Shrek 2: Gatto all'Attacco! IT",N/A,2004,Vicarious Visions,Activision,"NA, PAL"
"Shrek the Third NA, PAL• Shrek Le Troisieme FR• Shrek der Dritte DE• Shrek Tercero ES• Shrek Terzo IT• Shrek de Derde NL",N/A,2007,Vicarious Visions,Activision,"NA, PAL"
Sigma Star Saga,N/A,20052006,WayForward,Namco,"NA, PAL"
Silent Scope,Yes (SPM),2002,Konami,Konami,"NA, JP, PAL"
Silk to Cotton,N/A,2002,,Mig Entertainment,JP
SimCity 2000,No,2003,Full Fat,Destination Software,"NA, PAL"
Simple 2960 Tomodachi Series Vol. 1: The Table Game Collection,Yes (SPM),2003,Access,D3 Publisher,JP
Simple 2960 Tomodachi Series Vol. 2: The Block Kuzushi JP• Brick 'Em All PAL,Yes (SPM),2003 (JP)2006 (PAL),Access,D3 Publisher JP505 GameStreet PAL,"JP, PAL"
Simple 2960 Tomodachi Series Vol. 3: The Itsudemo Puzzle,Yes (SPM),2003,BeeWorks,D3 Publisher,JP
Simple 2960 Tomodachi Series Vol. 4: The Trump JP• Funny Cards PAL,Yes (SPM),2003 (JP)2006 (PAL),Access,D3 Publisher JP505 GameStreet PAL,"JP, PAL"
The Simpsons: Road Rage,N/A,2003,Altron,THQ,"NA, PAL"
"The Sims 2 NA, PAL• Le Sims 2 FR• Die Sims 2 DE• Los Sims 2 ES• De Sims 2 NL",N/A,2005,Maxis,Electronic Arts,"NA, PAL"
"The Sims Bustin' Out NA, PAL• Les Sims: Permis de Sortir FR• Die Sims: Brechen Aus DE• Los Sims: Toman la Calle ES• The Sims: Fuori Tutti! IT• The Sims: Erop Uit! NL",N/A,2003,Maxis,Electronic Arts,"NA, PAL"
"The Sims 2: Pets NA, PAL• Les Sims 2: Animaux & Cie FR• Die Sims 2: Haustiere DE• Los Sims 2: Mascotas ES• De Sims 2: Huisdieren NL",N/A,2006,Maxis,Electronic Arts,"NA, PAL"
Sister Princess: Re Pure,N/A,2003,,Marvelous Entertainment,JP
"Sitting Ducks NA, PAL• Croque Canards FR",Yes,2004,LSP,Hip Games,"NA, PAL"
Sky Dancers,N/A,2005,,Crave,"NA, PAL"
Slime MoriMori Dragon Quest: Shougeki No Shippo Dan,N/A,2003,TOSE,Square Enix,JP
Slot! Pro Advance: Takarabune & Ooedo Sakura Fubuki 2,N/A,2001,Nippon Telenet,Nippon Telenet,JP
Slot! Pro 2 Advance: Go Go Juggler & New Tairyou,N/A,2002,,Nippon Telenet,JP
Smashing Drive,N/A,2004,Raylight Studios,DSI Games,"NA, PAL"
Smuggler's Run,N/A,2002,,Destination Software,"NA, PAL"
Snap Kids,N/A,2002,,,JP
Snood,N/A,2001,Rebellion Developments,Destination Software,"NA, PAL"
Snood 2: On Vacation,N/A,2005,Rebellion Developments,Destination Software,"NA, PAL"
Soccer Kid,N/A,2002,,Telegames,"NA, PAL"
Sonic Advance,Yes (SPM),2001,Sonic Team,Sega / THQ,"NA, JP, PAL"
Sonic Advance 2,Yes (SPM),2003,Sonic Team / Dimps,Sega / THQ,"NA, JP, PAL"
Sonic Advance 3,Yes (SPM),2004,Sonic Team / Dimps,Sega / THQ,"NA, JP, PAL"
Sonic Battle,Yes (SPM),2004,Sonic Team,Sega / THQ,"NA, JP, PAL"
Sonic Pinball Party,Yes (SPM),2003,Sonic Team,Sega / THQ,"NA, JP, PAL"
Sonic the Hedgehog Genesis,N/A,2006,Sonic Team,Sega,NA
Space Channel 5: Ulala's Cosmic Attack,N/A,2003,Art,THQ,"NA, PAL"
Space Hexcite: Maetel Legend EX,Yes (SPM),2001,Jorudan,Jorudan,JP
Space Invaders• Space Invaders EX JP,Yes,2002,Torus Games,Activision,"NA, JP"
Speedball 2,Yes (SPM),2002,Crawfish Interactive,Wanadoo,PAL
"Spider‑Man: Battle for New York NA, PAL• Spider-Man: Bataille pour New York FR",N/A,2006,Torus Games,Activision,"NA, PAL"
"Spider‑Man: Mysterio's Menace NA, PAL• Spider-Man: Mysterio no Kyoui JP",N/A,2001,Vicarious Visions,Activision,"NA, JP, PAL"
Spider-Man: The Movie,No,2002,Digital Eclipse,Activision,"NA, PAL"
Spider-Man 2,No,2004,Digital Eclipse,Activision,"NA, PAL"
Spider-Man 3,No,2007,Vicarious Visions,Activision,"NA, PAL"
"Spirit: Stallion of the Cimarron - Search For Homeland NA, PAL• Spirit: L'Etalon des Plaines - A la Recherche de la Terre Natale FR• Spirit: Der Wilde Mustang - Auf der Suche nach Homeland DE",N/A,2002,Hyperspace Cowgirls,THQ,"NA, PAL"
Spirits & Spells NA• Mahou no Pumpkin JP• Castleween PAL,N/A,2003,Magic Pockets,DreamCatcher Interactive,"NA, JP, PAL"
"SpongeBob SquarePants: Battle for Bikini Bottom NA, PAL• Bob l'éponge: Bataille Pour Bikini Bottom FR",No,2003,Vicarious Visions,THQ,"NA, PAL"
"SpongeBob SquarePants: Creature from the Krusty Krab NA, PAL• Bob l'éponge: La Creature du Crabe Croustillant FR• SpongeBob Schwammkopf: Die Kreatur aus der Krossen Krabbe DE• Bob Esponja: La Criatura del Krustáceo Krujiente ES",Yes,2006,WayForward,THQ,"NA, PAL"
"SpongeBob SquarePants: Lights, Camera, Pants! NA, PAL• Bob l'éponge: Silence On Tourne! FR• SpongeBob Schwammkopf: Film Ab! DE• Bob Esponja: ¡Luces, Cámara, Esponja! ES",N/A,2005,WayForward,THQ,"NA, PAL"
SpongeBob SquarePants: Revenge of the Flying Dutchman,N/A,2002,Vicarious Visions,THQ,"NA, PAL"
SpongeBob SquarePants: SuperSponge,No,2001,Climax Group,THQ,NA
"The SpongeBob SquarePants Movie NA, PAL• Bob L'éponge Le Film FR• Der SpongeBob Schwammkopf Film DE• SpongeBob il Film IT",No,2004,WayForward Technologies,THQ,"NA, PAL"
SpongeBob's Atlantis SquarePantis,N/A,2007,Altron,THQ,NA
Sports Illustrated for Kids Baseball,N/A,2001,Sennari Interactive,Bam Entertainment,NA
Sports Illustrated for Kids Football,N/A,2003,Sennari Interactive,Bam Entertainment,NA
SpyHunter,No,2002,Midway,Midway,"NA, PAL"
Spy Hunter / Super Sprint,Yes,2005,DSI Games,DSI Games,"NA, PAL"
Spy Kids 3-D: Game Over,N/A,2003,Digital Eclipse,Disney Interactive Studios / |THQ,"NA, PAL"
Spy Kids Challenger,N/A,2002,Game Titan,Disney Interactive Studios,NA
Spy Muppets: License to Croak,N/A,2003,Vicarious Visions,TDK Mediactive,NA
Spyro: Attack of the Rhynocs NA• Spyro Adventure PAL,No,2003,Digital Eclipse,VU Games,"NA, PAL"
"Spyro: Season of Ice NA, PAL• Spyro Advance JP",No,2001,Universal Interactive Studios,Universal Interactive Studios / Digital Eclipse Software,"NA, JP, PAL"
Spyro 2: Season of Flame,No,2002,Digital Eclipse,VU Games,"NA, PAL"
Spyro Orange: The Cortex Conspiracy NA• Spyro Advance: Wakuwaku Tomodachi Daisakusen JP• Spyro Fusion PAL,Yes (SPM),2004,Vicarious Visions,Vivendi Games,"NA, JP, PAL"
SSX 3,Yes,2003,Visual Impact,EA Sports BIG,"NA, PAL"
SSX Tricky,Yes,2005,Visual Impact,EA Sports BIG,"NA, PAL"
Star Communicator,N/A,2001,Konami,Konami,JP
Stadium Games,N/A,2004,Ignition Entertainment,Crave,"NA, PAL"
Star Wars: The New Droid Army,N/A,2002,Helixe,THQ,"NA, PAL"
