Sky Target,Appaloosa Interactive,Sega,"August 22, 1997","June 12, 1997","April 25, 1997"
Slam 'n Jam '96 Featuring Magic & Kareem,Left Field Productions,Crystal Dynamics,"June 22, 1996",July 1996,"August 9, 1996"
Slayers Royal,Onion Egg,ESP Software,Unreleased,Unreleased,"July 25, 1997"
Slayers Royal 2,Onion Egg,ESP Software,Unreleased,Unreleased,"September 3, 1998"
Snatcher,Konami,Konami,Unreleased,Unreleased,"March 29, 1996"
Sokkou Seitokai,"SIMS, Shinseisha",Banpresto,Unreleased,Unreleased,"January 29, 1998"
Sol Divide,Psikyo,Atlus,Unreleased,Unreleased,"July 2, 1998"
Solar Eclipse (NA)Titan Wars (EU/JP),Crystal Dynamics,Crystal Dynamics (NA)BMG Entertainment (EU)BMG Entertainment (JP),November 1995,"April 12, 1996","April 19, 1996"
Solo Crisis,Quintet,Quintet,Unreleased,Unreleased,"January 22, 1998"
Söldnerschild,"Sega, Koei","Sega, Koei",Unreleased,Unreleased,"September 25, 1997"
Sonic 3D BlastSonic 3D: Flickies' Island(EU),Traveller's Tales,Sega,"November 20, 1996","February 14, 1997","October 14, 1999"
Sonic Jam,Sonic Team,Sega,"August 22, 1997","August 21, 1997","June 20, 1997"
Sonic R,Traveller's Tales,Sega,"November 18, 1997","November 21, 1997","December 4, 1997"
Sonic Wings Special,Video System,MediaQuest,Unreleased,Unreleased,"July 5, 1996"
Sorvice,Altron,Altron,Unreleased,Unreleased,"September 23, 1998"
Sotsugyou Crossworld,Shogakukan Production,Shogakukan Production,Unreleased,Unreleased,"March 28, 1997"
Sotsugyou Graduation S,NEC Interchannel,NEC Interchannel,Unreleased,Unreleased,"September 25, 1997"
Sotsugyou II Neo Generation,"Headroom, Tenky",Riverhillsoft,Unreleased,Unreleased,"August 11, 1995"
Sotsugyou III Wedding Bell,Westone,Shogakukan Production,Unreleased,Unreleased,"April 9, 1998"
Soukuu no Tsubasa: Gotha World,Micronet,Micronet,Unreleased,Unreleased,"November 6, 1997"
Soukyugurentai,Raizing,Electronic Arts Victor,Unreleased,Unreleased,"February 6, 1997"
Sound Novel Tsukūru 2,ASCII,ASCII,Unreleased,Unreleased,"November 27, 1997"
Sound Qube,Media Entertainment,Human Entertainment,Unreleased,Unreleased,"April 2, 1998"
Soviet Strike,Electronic Arts,Electronic Arts,"November 1, 1996","February 21, 1997","September 18, 1997"
Space Hulk: Vengeance of the Blood Angels,Krisalis Software,Electronic Arts,1996,"September 27, 1997",Unreleased
Space Invaders,Taito,Taito,Unreleased,Unreleased,"December 13, 1996"
Space Jam,Sculptured Software,Acclaim Entertainment,"November 26, 1996","March 14, 1997","February 28, 1997"
Spot Goes To Hollywood,Burst Studios,Virgin Interactive,"January 22, 1997",1997,"January 10, 1997"
Stakes Winner 2: Saikyouba Densetsu,Saurus,SNK,Unreleased,Unreleased,"May 2, 1997"
Stakes Winner: GI Kanzen Seiha Heno Michi,Saurus,SNK,Unreleased,Unreleased,"December 6, 1996"
Standby Say You!,Human,Human,Unreleased,Unreleased,"March 20, 1997"
"Star Bowling, The",Four Winds Software Inc. / Chameleon House,"Yumedia / Aroma Co., Ltd.",Unreleased,Unreleased,"November 13, 1997"
"Star Bowling Vol.2, The",Four Winds Software Inc. / Chameleon House,"Yumedia / Aroma Co., Ltd.",Unreleased,Unreleased,"January 15, 1998"
Star Fighter (NA)StarFighter 3000 (EU/JP),Krisalis Software,Acclaim Entertainment,"September 3, 1996","June 21, 1996","October 25, 1996"
Steam Hearts,GIGA,TGL,Unreleased,Unreleased,"September 23, 1998"
SteamGear Mash,Tamsoft,Takara,Unreleased,Unreleased,"September 29, 1995[13]"
Steeldom,Technosoft,Technosoft,Unreleased,Unreleased,"September 6, 1996"
Steep Slope Sliders,Cave,Acclaim Entertainment,"December 16, 1997",February 1998,"October 23, 1997"
Stellar Assault SS,"Sega, |SIMS",SIMS,Unreleased,Unreleased,"February 26, 1998"
Strahl: Himerareshi Nanatsu no Hikari,Media Entertainment,Media Entertainment,Unreleased,Unreleased,"November 24, 1995"
Street Fighter Alpha: Warriors' Dreams,Capcom,Capcom,"June 6, 1996","May 22, 1996","January 26, 1996"
Street Fighter Alpha 2,Capcom,Capcom,"September 30, 1996","November 16, 1996","September 14, 1996"
Street Fighter Zero 2' (expansion),Capcom,Capcom,Unreleased,Unreleased,"November 19, 1998"
Street Fighter Zero 3,Mitchell Corporation,Capcom,Unreleased,Unreleased,"August 6, 1999"
Street Fighter Collection,Mitchell Corporation,Capcom,"November 30, 1997",March 1998,"September 18, 1997"
Street Fighter II Movie,Capcom,Capcom,Unreleased,Unreleased,"March 15, 1996"
Street Fighter: The Movie,Capcom,Acclaim Entertainment (US/EU)Capcom (JP),"August 10, 1995",September 1995,"August 11, 1995"
Street Racer,Vivid Image,Ubisoft,Unreleased,"November 16, 1996","December 20, 1996"
Strikers 1945,Psikyo,Atlus,Unreleased,Unreleased,"June 28, 1996"
Strikers 1945 II,"Affect Boom, Kuusou Kagaku, Psikyo",Psikyo,Unreleased,Unreleased,"October 22, 1998"
Striker '96,Rage Software,Acclaim Entertainment,"May 31, 1996",July 1996,"August 30, 1996"
Suchie-Pai Adventure Doki Doki Nightmare,Jaleco,Jaleco,Unreleased,Unreleased,"February 26, 1998"
Sugobencha: Dragon Master Silk Gaiden,Gimmick House,Datam Polystar,Unreleased,Unreleased,"February 19, 1998"
Suiko Enbu Fuunsaiki,Data East,Data East,Unreleased,Unreleased,"March 22, 1996"
Suikoden Tendou 108 Sei,Koei,Koei,Unreleased,Unreleased,"December 18, 1997"
Suikoden: Tenmei no Chikai,Koei,Koei,Unreleased,Unreleased,"December 27, 1996"
Super Adventure Rockman,Kouyousha Ltd,Capcom,Unreleased,Unreleased,"June 25, 1998"
Super Casino Special,Coconuts Japan,Coconuts Japan,Unreleased,Unreleased,"January 24, 1997"
Super Puzzle Fighter II Turbo,Capcom,Capcom,"February 28, 1997",April 1997,"December 6, 1996"
Super Real Mahjong Graffiti,Seta,Seta,Unreleased,Unreleased,"November 24, 1995"
Super Real Mahjong P7,Seta,Seta,Unreleased,Unreleased,"May 21, 1998"
Super Real Mahjong PV,Seta,Seta,Unreleased,Unreleased,"May 26, 1995"
Super Real Mahjong PVI,Seta,Seta,Unreleased,Unreleased,"May 17, 1996"
Super Robot Wars F,Winkysoft,Banpresto,Unreleased,Unreleased,"September 25, 1997"
Super Robot War F Final,Winkysoft,Banpresto,Unreleased,Unreleased,"April 23, 1998"
Super Tempo,"Red Company, Aspect",MediaQuest,Unreleased,Unreleased,"April 29, 1998"
Swagman,Core Design,Eidos Interactive,Unreleased,July 1997,Unreleased
Sword & Sorcery,Microcabin,MicrocabinSatakore(re-release)[7],Unreleased,Unreleased,"May 31, 1996"
Tactical Fighter,Media Rings,Media Rings,Unreleased,Unreleased,"October 16, 1997"
Tactics Formula,AKI,"Sega, AKI",Unreleased,Unreleased,"October 9, 1997"
Tactics Ogre,Quest Corporation,Riverhillsoft,Unreleased,Unreleased,"December 13, 1996"
Tadaima Wakusei Kaitakuchuu!,Altron,Altron,Unreleased,Unreleased,"November 3, 1995"
Taiheiyou no Arashi 2: Shippuu no Moudou,SIMS,Imagineer,Unreleased,Unreleased,"June 13, 1997"
Taikou Risshiden II,Koei,Koei,Unreleased,Unreleased,"December 6, 1996"
Taikyoku Shougi Kiwame II,Geo Factory,Log Corporation,Unreleased,Unreleased,"November 29, 1996"
Taito Chase H.Q. + S.C.I.,"Affect Co., Ltd",Taito,Unreleased,Unreleased,"August 9, 1996"
Takuramakan: Tonkou Denki,Alfa System,Patra,Unreleased,Unreleased,"December 27, 1996"
Tama,Time Warner Interactive,Time Warner Interactive,Unreleased,Unreleased,"November 22, 1994"
Tanjou S: Debut,"Access, Headroom, Image Works",NEC Interchannel,Unreleased,Unreleased,"June 28, 1996"
Tantei Jinguuji Saburou: Mikan no Rupo,Data East,Data East,Unreleased,Unreleased,"August 9, 1996"
Tantei Jinguuji Saburou: Yume no Owarini,Data East,Data East,Unreleased,Unreleased,"July 9, 1998"
Teitoku no Ketsudan III,Koei,Koei,Unreleased,Unreleased,"June 27, 1997"
Teitoku no Ketsudan III with Power-Up Kit  (Expansion),Koei,Koei,Unreleased,Unreleased,"March 26, 1998"
Tempest 2000,High Voltage Software,Interplay Entertainment,"December 20, 1996","March 20, 1997",Unreleased
Tenant Wars,KID,KID,Unreleased,Unreleased,"February 11, 1998"
Ten Pin Alley,Adrenalin Interactive,ASC Games,"November 5, 1997",Unreleased,Unreleased
Tenchi Muyou! Rensa Hitsuyou,Access,Pioneer LDC,Unreleased,Unreleased,"February 28, 1997"
Tenchi Muyou! Toukou Muyou: Aniraji Collection,Xing Entertainment,Xing Entertainment,Unreleased,Unreleased,"January 17, 1997"
Tenchi wo Kurau II: Sekiheki no Tatakai,Capcom,Capcom,Unreleased,Unreleased,"September 6, 1996"
Tengai Makyou: Daiyon no Mokushiroku,"Hudson Soft, |Red Company",Hudson Soft,Unreleased,Unreleased,"January 14, 1997"
Tenka Seiha,RON,Imagineer,Unreleased,Unreleased,"August 8, 1997"
Tennis Arena,Smart Dog,Ubisoft,Unreleased,Unreleased,"April 9, 1998"
Terra Cresta 3D,Nihon Bussan,Nihon Bussan,Unreleased,Unreleased,"August 8, 1997"
Terra Phantastica,Sega,Sega[7],Unreleased,Unreleased,"December 27, 1996"
Tetris Plus,Natsume,Jaleco,"October 18, 1996",October 1996,"August 30, 1996"
Tetris S,Bullet Proof Software,Bullet Proof Software,Unreleased,Unreleased,"December 27, 1996"
Texthoth Ludo: Arcanum Senki,"Pai, Falcom",Pai,Unreleased,Unreleased,"December 18, 1997"
Theme Park,Krisalis Software,Electronic Arts,October 1995,"October 30, 1995","December 22, 1995"
Three Dirty Dwarves,Appaloosa Interactive,SegaSoft,"September 27, 1996","April 3, 1997","May 30, 1997"
Thunder Force: Gold Pack 1,Technosoft,Technosoft,Unreleased,Unreleased,"September 27, 1996"
Thunder Force: Gold Pack 2,Technosoft,Technosoft,Unreleased,Unreleased,"December 6, 1996"
Thunder Force V,Technosoft,TechnosoftSatakore(re-release)[7],Unreleased,Unreleased,"July 11, 1997"
Thunder Storm & Road Blaster,Ecseco Development,Ecseco Development,Unreleased,Unreleased,"October 20, 1995"
Thunderstrike 2 (NA)Firestorm: Thunderhawk 2 (EU)Thunderhawk II (JP),Core Design,"Core Design, U.S. GoldUS, Victor EntertainmentJP",1996,"December 4, 1995","February 23, 1996"
Tilk: Aoi Umi kara Kita Shoujo,TGL,TGL,Unreleased,Unreleased,"December 23, 1997"
Time Bokan Series: Bokan to Ippatsu! Doronboo Kanpekiban,"Banpresto, Tatsunoko Production",Banpresto,Unreleased,Unreleased,"September 25, 1997"
Time Commando,Virtual Studio,Acclaim Entertainment,Unreleased,Unreleased,"March 12, 1998"
Time Gal & Ninja Hayate,Ecseco Development,Ecseco Development,Unreleased,Unreleased,"January 17, 1997"
Tokimeki Mahjong Graffiti: Toshishita no Tenshi Tachi,Sonnet Computer Entertainment,Varie,Unreleased,Unreleased,"May 3, 1996"
Tokimeki Mahjong Paradise: Koi no Tenpai Beat,Sonnet Computer Entertainment,Varie,Unreleased,Unreleased,"October 20, 1995"
Tokimeki Memorial Drama Series Vol. 1: Nijiiro no Seishun,Konami,Konami,Unreleased,Unreleased,"July 10, 1997"
Tokimeki Memorial Drama Series Vol.2: Irodori no Lovesong,Konami,Konami,Unreleased,Unreleased,"March 26, 1998"
Tokimeki Memorial Drama Series Vol.3: Tabidachi no Uta,Konami,Konami,Unreleased,Unreleased,"April 1, 1999"
Tokimeki Memorial: Forever With You,Konami,Konami,Unreleased,Unreleased,"July 19, 1996"
Tokimeki Memorial Selection: Fujisaki Shiori(Software),Konami,Konami,Unreleased,Unreleased,"March 27, 1997"
Tokimeki Memorial: Taisen Puzzle-dama,Konami,Konami,Unreleased,Unreleased,"September 28, 1996"
Tokimeki Memorial: Taisen Tokkaedama,Konami,Konami,Unreleased,Unreleased,"August 7, 1997"
Tokyo Shadow,TaitoHighTech Lab. Japan,Taito,Unreleased,Unreleased,"April 25, 1997"
Tokusou Kidoutai J SWAT,Japan Media Programming,Banpresto,Unreleased,Unreleased,"August 23, 1996"
Tomb Raider,Core Design,Eidos Interactive,"November 18, 1996","October 24, 1996","January 24, 1997"
Top Anglers: Super Fishing Big Fight 2,Geo Factory,Naxat Soft,Unreleased,Unreleased,"June 27, 1997"
Touge King the Spirits 2,"Atlus, Cave",Atlus,Unreleased,Unreleased,"April 18, 1997"
Tour Party: Sotsugyou Ryokou ni Ikou,Japan Media Programming,Takara,Unreleased,Unreleased,"April 23, 1998"
Touryuu Densetsu Elan Doree,Sai-Mate,Kamata and Partners,Unreleased,Unreleased,"January 14, 1999"
The Tower,OPeNBooK,OPeNBooK,Unreleased,Unreleased,"March 1, 1996"
Transport Tycoon,MicroProse,Imagineer,Unreleased,Unreleased,"November 20, 1997"
Trash It,Rage Software,GT Interactive,Unreleased,1997,Unreleased
True Pinball,Digital Illusions,Ocean (US/EU)Gaga Communications (JP),"October 31, 1996","April 5, 1996","January 5, 1996"
Tryrush Deppy,System Supply N-Tech,Nihon Create,Unreleased,Unreleased,"November 22, 1996"
Tsuukai''!! Slot Shooting,Shoeisha,,Unreleased,Unreleased,"June 14, 1996"
Tunnel B1 (FinalistJP),"NEON Software, Microcabin","Acclaim EntertainmentUS, OceanEU, Gaga CommunicationsJP","January 15, 1997","October 16, 1996","August 29, 1997"
TurfWind '96: Take Yutaka Kyousouba Ikusei Game,Jaleco,Jaleco,Unreleased,Unreleased,"October 4, 1996"
Tutankhamen no Nazo: Ankh,Ray Corporation,Ray Corporation,Unreleased,Unreleased,"November 20, 1997"
Twinkle Star Sprites,ADK,ADK,Unreleased,Unreleased,"December 18, 1997"
UEFA Euro 96 England,Gremlin Interactive,Sega,Unreleased,"May 30, 1996",Unreleased
Ultimate Mortal Kombat 3,Eurocom,Williams,"June 27, 1996",June 1996,Unreleased
Ultraman: Hikari no Kyojin Densetsu,SIMS,Bandai,Unreleased,Unreleased,"December 20, 1996"
Umanari 1 Furlong Gekijou,Micro Vision,Micro Vision,Unreleased,Unreleased,"December 4, 1997"
Universal Nuts,Sonnet Computer Entertainment,Lay-Up,Unreleased,Unreleased,"December 18, 1997"
Uno DX,MediaQuest,MediaQuest,Unreleased,Unreleased,"January 29, 1998"
The Unsolved: Hyper Science Adventure,"Japan Media Programming, Ozla Pictures",Virgin Interactive Entertainment,Unreleased,Unreleased,"May 2, 1997"
Valora Valley Golf(Hyper Golf: Devil's CourseJP),T&E Soft,T&E Soft,1996,"April 12, 1996","December 15, 1996"
Vampire Savior: The Lord of Vampire,Capcom,Capcom,Unreleased,Unreleased,"April 16, 1998"
Vandal Hearts: Ushinawareta Kodai Bunmei,Konami,Konami,Unreleased,Unreleased,"November 27, 1997"
Vatlva,Ancient,JVC[14],Unreleased,Unreleased,"December 6, 1996"
Victory Goal,Sega CS,Sega,Unreleased,Unreleased,"January 20, 1995"
Victory Goal '96,Team Aquila,Sega,Unreleased,Unreleased,"March 29, 1996"
Virtua Cop,Sega,Sega,"November 15, 1995","December 8, 1995","November 24, 1995"
Virtua Cop 2,Sega,Sega,"December 2, 1996","January 1, 1997","November 22, 1996"
Virtua Fighter,Sega AM2,Sega,"May 11, 1995","July 8, 1995","November 22, 1994"
Virtua Fighter 2,Sega AM2,Sega,December 1995,"January 5, 1996","December 1, 1995"
Virtua Fighter Kids,Sega AM2,Sega,"July 31, 1996","October 3, 1996","July 26, 1996"
Virtua Fighter Remix,Sega AM1,Sega,"October 2, 1995","October 6, 1995","July 14, 1995"
Virtua Photo Studio,High-Tech Lab Japan,Acclaim Japan,Unreleased,Unreleased,"March 29, 1996"
Virtuacall S,KID,KID,Unreleased,Unreleased,"October 29, 1998"
Virtual Casino,Natsume,Natsume,December 1996,Unreleased,"March 15, 1996"
Virtual Golf (EU)Tournament Leader (JP),Core Design,Core Design (EU)Victor Entertainment (JP),Unreleased,February 1996,"August 23, 1996"
Virtual Hydlide,T&E Soft,T&E Soft,September 1995,"December 29, 1995","April 28, 1995"
Virtual Kyoutei,Nihon Bussan,Nihon Bussan,Unreleased,Unreleased,"December 20, 1996"
Virtual Kyoutei 2,Nihon Bussan,Nihon Bussan,Unreleased,Unreleased,"December 4, 1997"
Virtual Mahjong,Micronet,Micronet,Unreleased,Unreleased,"March 5, 1998"
Virtual On: Cyber Troopers,Sega AM3,Sega,"November 8, 1996",January 1997,"November 29, 1996"
Virtual Open Tennis,Arc System Works,Acclaim Entertainment (US/EU)Imagineer (JP),"May 31, 1996","June 6, 1996","October 27, 1995"
Virtual Volleyball,SIMS,Imagineer,Unreleased,Unreleased,"July 21, 1995"
Virtua Racing,Time Warner Interactive,Time Warner Interactive,"November 6, 1995",November 1995,"December 22, 1995"
Virus,SIMS,Hudson Soft,Unreleased,Unreleased,"August 22, 1997"
Voice Fantasia S: Ushinawareta Voice Power,"Pre-Stage, Japan Media Programming",ASK Kodansha,Unreleased,Unreleased,"July 25, 1997"
Voice Idol Maniacs: Pool Bar Story,Four Winds Software Inc.,Data East,Unreleased,Unreleased,"April 4, 1997"
VR Golf '97 (NA)Actua Golf (JP)Actua Golf (EU),Gremlin Interactive,Interplay Entertainment (US) Gremlin Interactive (EU) Naxat Soft (JP),"December 20, 1996","September 6, 1996","April 4, 1996"
VR Soccer (NA)Actua Soccer (JP),Gremlin Interactive,VR Sports,"December 20, 1996",Unreleased,"October 4, 1996"
Wachenröder,SegaWestone,Sega,Unreleased,Unreleased,"August 6, 1998"
Waialae no Kiseki: Extra 36 Holes,"T&E Soft, Polysys",T&E Soft,Unreleased,Unreleased,"February 28, 1997"
Waku Waku 7,Sunsoft,Sunsoft,Unreleased,Unreleased,"June 20, 1997"
Waku Waku Monster,Altron,Altron,Unreleased,Unreleased,"July 30, 1998"
Waku Waku Puyo Puyo Dungeon,Compile,Compile,Unreleased,Unreleased,"April 2, 1998"
WanChai Connection,Micronet,Sega,Unreleased,Unreleased,"November 22, 1994"
Wangan Dead Heat + Real Arrange,Genki,Pack-In-Video,Unreleased,Unreleased,"August 30, 1996"
Wangan Trial Love,Victor Interactive Software,Victor Interactive Software,Unreleased,Unreleased,"April 2, 1998"
Wara² Wars: Gekitou! Daigundan Battle,Shoeisha,Shoeisha,Unreleased,Unreleased,"May 23, 1997"
Warcraft II: The Dark Saga,Blizzard Entertainment,Electronic Arts,"August 20, 1997",July 1997,"November 27, 1997"
Welcome House,HighwayStar,Imagineer,Unreleased,Unreleased,"June 13, 1997"
Whizz,"Flair Software, Microvalue","Konami, Bandai Visual, B-Factory",Unreleased,August 1997,"August 29, 1997"
Williams Arcade's Greatest Hits,Digital Eclipse,Midway,"December 23, 1996",November 1996,Unreleased
Willy Wombat,Westone,Hudson Soft,Unreleased,Unreleased,"June 27, 1997"
Wing Arms,Sega,Sega,January 1996,February 1996,"September 29, 1995"
Winning Post (NA)Winning Post 2 (JP),Koei,Koei,1997,Unreleased,"March 22, 1996"
Winning Post 2 Final '97,Koei,Koei,Unreleased,Unreleased,"February 28, 1997"
Winning Post 2 Program '96,Koei,Koei,Unreleased,Unreleased,"October 4, 1996"
Winning Post 3,Koei,Koei,Unreleased,Unreleased,"April 2, 1998"
Winning Post 3 Program '98,Koei,Koei,Unreleased,Unreleased,"December 3, 1998"
Winning Post EX,Koei,Koei,Unreleased,Unreleased,"August 11, 1995"
Winter Heat,Data East,Sega,"February 18, 1998","February 13, 1998","February 5, 1998"
wipEout,Psygnosis,Psygnosis,"March 5, 1996","March 29, 1996","July 12, 1996"
wipEout 2097,Psygnosis,Psygnosis,Unreleased,September 1997,"March 5, 1998"
With You: Mitsumeteitai,Stack,NEC Interchannel,Unreleased,Unreleased,"July 29, 1999"
Wizard's Harmony,Arc System Works,Arc System Works,Unreleased,Unreleased,"December 29, 1995"
Wizard's Harmony 2,Arc System Works,Arc System Works,Unreleased,Unreleased,"December 23, 1997"
Wizardry: Llylgamyn Saga,Soliton Software,Locus,Unreleased,Unreleased,"November 26, 1998"
Wizardry Nemesis,"Shouei System, Sir-Tech",Shouei System,Unreleased,Unreleased,"January 22, 1998"
Wizardry VI & VII Complete,Data East,Data East,Unreleased,Unreleased,"May 31, 1996"
Wolf Fang SS: Kuuga 2001,Tuji Jimusho,Xing Entertainment,Unreleased,Unreleased,"March 28, 1997"
World Advanced Daisenryaku: Sakusen File,Sega CS1,Sega,Unreleased,Unreleased,"March 15, 1996"
World Cup '98 France: Road to Win,Sega,Sega,Unreleased,Unreleased,"June 11, 1998"
World Cup Golf: Professional Edition (NA/EU)Golf In Hyatt Dorado Beach (JP),Arc Developments,U.S. Gold (NA/EU)Soft Vision International / Coconuts Japan (JP),1996,February 1996,"March 29, 1996"
World Evolution Soccer,Jack Pot,Asmik,Unreleased,Unreleased,"June 27, 1997"
World Heroes Perfect,ADK,SNK,Unreleased,Unreleased,"August 9, 1996"
World League Soccer 98,Silicon Dreams,Sega,Unreleased,"June 5, 1998",Unreleased
World Series Baseball,Sega,Sega,November 1995,"November 17, 1995","November 17, 1995"
World Series Baseball 2,Sega,Sega,"August 24, 1996",November 1996,"October 25, 1996"
World Series Baseball '98,Sega,Sega,"July 22, 1997",Unreleased,"March 28, 1997"
Worldwide Soccer: Sega International Victory Goal Edition (NA)International Victory Goal (EU)Sega International Victory Goal  (JP),Sega,Sega,"May 11, 1995","July 8, 1995",Unreleased
Worms,Team17,Ocean Software,April 1996,December 1995,"March 4, 1997"
WWF In Your House,Sculptured Software,Acclaim Entertainment,"November 30, 1996","November 8, 1996","February 21, 1997"
WWF WrestleMania: The Arcade Game,Sculptured Software,Acclaim Entertainment,"May 30, 1996",June 1996,"August 9, 1996"
X Japan Virtual Shock 001,Sega,Sega,Unreleased,Unreleased,"October 20, 1995"
X-Men vs. Street Fighter,Capcom,Capcom,Unreleased,Unreleased,"November 27, 1997"
X-Men: Children of the Atom,Rutubo Games,"Acclaim EntertainmentUS/EU, CapcomJP","April 5, 1996","April 12, 1996","November 22, 1995"
The Yakyuu Ken Special: Konya Wa 12-Kai Ikusa,Societa Daikanyama,Societa Daikanyama,Unreleased,Unreleased,"July 28, 1995"
Yellow Brick Road,"Synergy, Inc.",Acclaim Entertainment,Unreleased,Unreleased,"August 30, 1996"
Yoshimoto Mahjong Club,Psikyo,Psikyo,Unreleased,Unreleased,"December 17, 1998"
Yoshimura Shougi,Konami,Konami,Unreleased,Unreleased,"March 26, 1998"
Yumimi Mix Remix,Game Arts,Game Arts,Unreleased,Unreleased,"July 28, 1995"
Yu-No: Kono Yo no Hate de Koi wo Utau Shoujo,ELF,ELF,Unreleased,Unreleased,"December 4, 1997"
Yuukyuu Gensoukyoku,Starlight MarryISCO,MediaWorks,Unreleased,Unreleased,"July 18, 1997"
Yuukyuu Gensoukyoku 2nd Album,Starlight MarryISCO,MediaWorks,Unreleased,Unreleased,"February 26, 1998"
Yuukyuu Gensoukyoku Ensemble,Starlight Marry,MediaWorks,Unreleased,Unreleased,"December 10, 1998"
Yuukyuu Gensoukyoku Ensemble 2,Starlight Marry,MediaWorks,Unreleased,Unreleased,"March 4, 1999"
Yuukyuu no Kobako: Official Collection,Starlight Marry,MediaWorks,Unreleased,Unreleased,"December 11, 1997"
Yuushun Classic Road,Progress,Victor Interactive Software,Unreleased,Unreleased,"March 14, 1997"
Z,The Bitmap Brothers,GT Interactive,Unreleased,April 1998,Unreleased
Zanma Chouougi Valhollian,Datt Japan,Kamata and Partners,Unreleased,Unreleased,"August 6, 1998"
Zap! Snowboarding Trix,Atelier Double,Pony Canyon,Unreleased,Unreleased,"February 21, 1997"
Zap! Snowboarding Trix '98,Atelier Double,Pony Canyon,Unreleased,Unreleased,"December 18, 1997"
Zenkoku Seifuku Bishoujo Grand Prix Find Love,TamTamLyceen,Daiki,Unreleased,Unreleased,"October 2, 1997"
Zen Nihon Pro Wres Featuring Virtua,Scarab,Sega,Unreleased,Unreleased,"October 23, 1997"
Zero Divide: The Final Conflict,ZOOM,ZOOM,Unreleased,Unreleased,"November 20, 1997"
Zero4 Champ DooZy-J Type-R,Media Rings,Media Rings,Unreleased,Unreleased,"June 20, 1997"
Zoku Gussun Oyoyo,"Banpresto, Irem",Banpresto,Unreleased,Unreleased,"February 28, 1997"
Zoku Hatsukoi Monogatari: Shuugakuryokou,Koga Game Factory,Tokua Shoten,Unreleased,Unreleased,"December 3, 1998"
Zoop,Hookstone,Media Quest,Unreleased,Unreleased,"November 29, 1996"
Zork Collection,Shoeisha,Shoeisha,Unreleased,Unreleased,"March 12, 1998"
Zork I: The Great Underground Empire,Shoeisha,Shoeisha,Unreleased,Unreleased,"March 15, 1996"
