Mōjūtachi to Ohime-sama,Otome game,"Otomate, Design Factory",Idea Factory,Unreleased,Unreleased,"Aug 25, 2016",Yes,[52]
Mōjūtachi to Ohime-sama: In Blossom,Otome game,"Otomate, Design Factory",Idea Factory,Unreleased,Unreleased,"Sep 7, 2017",Yes,[53]
Mōjūzukai to Ōji-sama [ja],Otome game,"Otomate, Design Factory",Idea Factory,Unreleased,Unreleased,"Jan 19, 2014",Yes,[54]
Mōjūzukai to Ōji-sama: Flower & Snow [ja],Otome game,"Otomate, Design Factory",Idea Factory,Unreleased,Unreleased,"Jun 11, 2015",Yes,[55]
Monobeno: Pure Smile [ja],Visual novel,Lose,Dramatic Create,Unreleased,Unreleased,"Sep 25, 2014",Yes,[56]
MonsterBag,Puzzle-platform,Iguanabee,Sony Computer Entertainment,"Apr 7, 2015","Apr 8, 2015","Apr 1, 2015",No,[57]
Monster Hunter: Frontier G,Action role-playing,Capcom,Capcom,Unreleased,Unreleased,"Aug 13, 2014",Yes,[58]
Monster Monpiece,Card battle,Compile Heart,Compile Heart,"May 27, 2014","Jun 4, 2014","Jan 24, 2013",North America only,[59]
Monster Radar [ja],Adventure,Sony Computer Entertainment,Sony Computer Entertainment,Unreleased,Unreleased,"Nov 21, 2012",No,[60]
MOP: Operation Cleanup,Runner,EnsenaSoft,EnsenaSoft,"May 10, 2016",Unreleased,Unreleased,Yes,[61]
Mortal Kombat,Fighting,NetherRealm Studios,Warner Bros. Interactive Entertainment,"May 1, 2012","May 4, 2012",Unreleased,No,[62]
"Moshi, Kono Sekai ni Kamisama ga Iru to suru Naraba",Otome game,Rejet,Rejet,Unreleased,Unreleased,"Feb 25, 2016",Yes,[63]
MotoGP 13,Racing,Milestone srl,Black Bean Games,"Aug 5, 2014","Jun 19, 2013",Unreleased,No,[64]
MotoGP 13 Compact,Racing,Milestone srl,Black Bean Games,Unreleased,"Dec 18, 2013",Unreleased,No,[65]
MotoGP 14,Racing,Milestone srl,Black Bean Games (EU)Bandai Namco Games (NA),"Nov 4, 2014","Jul 4, 2014",Unreleased,No,[66]
MotoGP 14 Compact,Racing,Milestone srl,Black Bean Games,Unreleased,"Nov 21, 2014",Unreleased,Yes,[67]
MotorStorm: RC,Racing,Evolution Studios,Sony Computer Entertainment,"Mar 6, 2012","Feb 22, 2012","Mar 29, 2013",Yes,[68]
"Motto nee, Chanto Shiyou yo! Plus [ja]",Visual novel,Candy Soft,NetRevo,Unreleased,Unreleased,"May 29, 2014",Yes,[69]
Mousecraft,Puzzle,"Crunching Koalas, Curve Studios",Curve Digital,"Jul 8, 2014","Jul 9, 2014","Feb 3, 2016",Yes,[70]
Mr. Pumpkin Adventure,Puzzle,CottonGame Network Tech-nology,Flyhigh Works (JP)Qubic Games (NA),"Jul 11, 2017",Unreleased,"Jun 7, 2016",No,[71]
Ms. Germinator,Puzzle,Creat Studios,Creat Studios,"Aug 20, 2013","Aug 14, 2013",Unreleased,Yes,[72]
MUD: FIM Motocross World Championship,Racing,Milestone srl,Black Bean Games,"Feb 26, 2013","Oct 12, 2012",Unreleased,Yes,[73]
The Muppets Movie Adventures,Action-adventure,Virtual Toys,Sony Computer Entertainment,"Sep 1, 2015","Nov 7, 2014",Unreleased,No,[74]
Muramasa Rebirth,Action role-playing,Vanillaware,Marvelous AQL (JP)Aksys Games (NA/EU),"Jun 25, 2013","Oct 16, 2013","Mar 28, 2013",Yes,[75]
Murasaki Baby,Puzzle,Ovosonico,Sony Computer Entertainment,"Sep 16, 2014","Sep 17, 2014","Sep 25, 2014",No,[76]
Murasaki Mist: Akara's Journey,Action role-playing,Hollow Games,Hollow Games,"Mar 15, 2016",Unreleased,Unreleased,Yes,[77]
Musou Stars,Hack and slash,Omega Force,Koei Tecmo,Unreleased,Unreleased,"Mar 30, 2017",Yes,[78]
Musynx,Rhythm,I-Inferno,PM Studios,"Jun 19, 2018",Unreleased,Unreleased,No,[79]
Mutant Mudds Deluxe,Platform,Renegade Kid,Renegade Kid,"Dec 17, 2013",Unreleased,Unreleased,Yes,[80]
Mutant Mudds: Super Challenge,Platform,Renegade Kid,Nighthawk Interactive,"Jul 26, 2016","Aug 3, 2016",Unreleased,No,[81]
Muv-Luv Alternative,Visual novel,Âge,JP: 5pb.WW: PQube,"Jun 12, 2018","Jun 8, 2018","Jan 21, 2016",Yes,[82]
Muv-Luv,Visual novel,Âge,JP: 5pb.WW: PQube,"Jun 12, 2018","Jun 8, 2018","Jan 21, 2016",Yes,[82]
MXGP The Official Motocross Videogame,Racing,Milestone srl,Milestone srl (EU)Bandai Namco Games (NA),"Nov 18, 2014","Mar 28, 2014",Unreleased,Yes,
MXGP The Official Motocross Videogame Compact,Racing,Milestone srl,Milestone srl,Unreleased,"Dec 4, 2014",Unreleased,Yes,[83]
My Name is Mayo,Adventure,Green Lava Studios,Green Lava Studios,"Nov 8, 2016","Nov 8, 2017",Unreleased,No,[84]
My Singing Monsters,Simulation,Big Blue Bubble,Big Blue Bubble,"Aug 12, 2014","Aug 13, 2014",Unreleased,No,[85]
Mystery Chronicle: One Way Heroics,Roguelike,Spike Chunsoft,Spike Chunsoft,"Sep 13, 2016","Sep 13, 2016","Jul 30, 2015",Yes
Mekabolt,Puzzle-Platform,Ratalaika Games,Ratalaika Games,"Aug 21, 2019","Aug 21, 2019","Aug 22, 2019",Yes,
NadeRevo!,Visual novel,Jitaku Studio,Entergram,Unreleased,Unreleased,"Apr 26, 2018",Yes,[86]
"Naitei! Shūkatsu Kanzen Taisaku ES, SPI, Mensetsu",Educational,Media5,Media5,Unreleased,Unreleased,"Oct 31, 2013",Yes,[87]
Nanairo Reincarnation [ja],Visual novel,Silky's Plus Alpha,Red Flagship,Unreleased,Unreleased,"Sep 17, 2015",Yes,[88]
Naruto to Boruto: Shinobi Striker,Fighting,Soleil Ltd.,Bandai Namco Entertainment,TBA,TBA,TBA,Yes,
Natsuiro Kokoro Log [ja],Visual novel,Hearts,Dramatic Create,Unreleased,Unreleased,"Apr 26, 2018",Yes,[89]
Natsumegu [ja],Visual novel,"Cotton Software, Daidai Inc.",TGL,Unreleased,Unreleased,"Jul 30, 2015",Yes,[90]
Natural Doctrine,Tactical role-playing,Kadokawa Games,Kadokawa Games,"Sep 30, 2014","Oct 3, 2014","Apr 3, 2014",Yes,[91]
Need for Speed: Most Wanted,Racing,Criterion Games,Electronic Arts,"Oct 30, 2012","Nov 2, 2012","Nov 15, 2012",Yes,[92]
Nekketsu Inō Bukatsu-tan: Trigger Kiss [ja],Otome game,"Otomate, Design Factory",Idea Factory,Unreleased,Unreleased,"Oct 2, 2014",Yes,[93]
Nekoburo CatsBlock,Puzzle,F K Digital,Arc System Works (JP)Neko Entertainment (NA/EU),"Jul 7, 2015","Jul 7, 2015","Dec 24, 2014",Yes,[94]
NextRev Care Manager Shiken,Educational,Media5,Media5,Unreleased,Unreleased,"Jun 27, 2013",Yes,[95]
NextRev Chūshōkigō Shindan-shi Shiken 1,Educational,Media5,Media5,Unreleased,Unreleased,"Feb 7, 2013",Yes,[96]
NextRev Chūshōkigō Shindan-shi Shiken 2,Educational,Media5,Media5,Unreleased,Unreleased,"Feb 7, 2013",Yes,[96]
NextRev Eibunhō Tettei Tokkun,Educational,Media5,Media5,Unreleased,Unreleased,"Apr 26, 2012",Yes,[97]
NextRev Eiken,Educational,Media5,Media5,Unreleased,Unreleased,"Aug 29, 2013",Yes,[98]
NextRev FP Ginō Kentei Shiken Ni-kyū,Educational,Media5,Media5,Unreleased,Unreleased,"Jul 26, 2012",Yes,[99]
NextRev FP Ginō Kentei Shiken San-kyū,Educational,Media5,Media5,Unreleased,Unreleased,"Jul 26, 2012",Yes,[100]
NextRev Gyōsei Shoshi Shiken,Educational,Media5,Media5,Unreleased,Unreleased,"May 24, 2012",Yes,[101]
NextRev Hisho Kentei Shiken,Educational,Media5,Media5,Unreleased,Unreleased,"May 30, 2013",Yes,[102]
NextRev IT Passport Shiken,Educational,Media5,Media5,Unreleased,Unreleased,"Jun 28, 2012",Yes,[103]
"NextRev Jōhō Security Specialist Shiken, Network Specialist Shiken",Educational,Media5,Media5,Unreleased,Unreleased,"Aug 23, 2012",Yes,[104]
NextRev Kaigo Fukushi-shi Shiken,Educational,Media5,Media5,Unreleased,Unreleased,"Oct 25, 2012",Yes,[105]
NextRev Kihonjōhō Gijutsusha Shiken,Educational,Media5,Media5,Unreleased,Unreleased,"Jun 28, 2012",Yes,[106]
NextRev Ōyōjōhō Gijutsusha Shiken,Educational,Media5,Media5,Unreleased,Unreleased,"Jun 28, 2012",Yes,[107]
NextRev Shakai Fukushi-shi Shiken,Educational,Media5,Media5,Unreleased,Unreleased,"Sep 27, 2012",Yes,[108]
NextRev Sharō-shi Shiken,Educational,Media5,Media5,Unreleased,Unreleased,"Feb 21, 2013",Yes,[109]
NextRev Takken-shi Shiken,Educational,Media5,Media5,Unreleased,Unreleased,"Aug 23, 2012",Yes,[110]
NextRev Takken-shi Shiken 2015,Educational,Media5,Media5,Unreleased,Unreleased,"May 22, 2014",Yes,[111]
Neo Angelique: Tenshi no Namida,Otome game,Ruby Party,Idea Factory,Unreleased,Unreleased,"Dec 7, 2017",Yes,[112]
Neo Atlas 1469,Simulation,Artdink,Artdink,Unreleased,Unreleased,"Oct 27, 2016",No,[113]
Neon Chrome,Shooter,10tons,10tons,"Nov 29, 2016","Nov 29, 2016",Unreleased,Yes,[114]
Nep-Nep Connect: Chaos Chanpuru,Card battle,Compile Heart,Compile Heart,Unreleased,Unreleased,"Jun 7, 2017",Yes,[115]
Net High [ja],Visual novel,Marvelous,Marvelous,Unreleased,Unreleased,"Nov 26, 2015",Yes,[116]
NeuroVoider,Shooter,Flying Oak Games,Flying Oak Games,"Mar 15, 2018","Mar 15, 2018",Unreleased,No,[117]
NeverEnd,Roguelike,"Duck, Sometimes You",Sometimes You,"Aug 25, 2017","Sep 13, 2017",Unreleased,Yes,[118]
Neverending Nightmares,Survival horror,Infinitap Games,Infinitap Games (NA/EU)Playism (JP),"May 3, 2016","May 3, 2016","May 19, 2016",Yes,[119]
New Game! The Challenge Stage,Visual novel,5pb.,5pb.,Unreleased,Unreleased,"Jan 26, 2017",Yes,[120]
New Little King's Story,Action role-playing,Marvelous AQL,Konami,"Oct 2, 2012","Sep 27, 2012","Mar 29, 2012",Japan/Europe only,[121]
Nidhogg,Fighting,"Messhof, Code Mystics",Messhof (NA/EU)Nippon Ichi Software (JP),"Oct 14, 2014","Nov 12, 2014","Feb 9, 2017",Yes,[122]
NightCry,Survival horror,Nude Maker,Playism Games,Unreleased,Unreleased,"Jan 31, 2019",Yes,
Nights of Azure,Action role-playing,Gust Co. Ltd.,Koei Tecmo,Unreleased,Unreleased,"Oct 1, 2015",Yes,
Nights of Azure 2,Action role-playing,Gust Co. Ltd.,Koei Tecmo,Unreleased,Unreleased,"Aug 31, 2017",Yes,
Nihilumbra,Puzzle-platform,BeautiFun Games,BeautiFun Games (NA/EU)Unity Games Japan (JP),"Jan 27, 2015","Jan 28, 2015","Apr 24, 2015",No,[123]
Nihon Mahjong Renmei Kōnin Motto Nijū-bai! Mahjong ga Tsuyoku Naru Hōhō: Hatsu Chūkyū-sha-hen,Mahjong,Kaga Create,Kaga Create,Unreleased,Unreleased,"Nov 28, 2013",Yes,[124]
Nihon Pro Mahjong Renmei Suisen Tokoton Mahjong! Joryū Pro ni Chōsen! Tetsuman Megami Special,Mahjong,Kaga Create,Kaga Create,Unreleased,Unreleased,"Nov 28, 2013",Yes,[124]
Nikoli no Puzzle V: Bijutsukan,Puzzle,Hamster Corporation,Hamster Corporation,Unreleased,Unreleased,"Jun 21, 2012",Yes,[125]
Nikoli no Puzzle V: Hashiwokakero,Puzzle,Hamster Corporation,Hamster Corporation,Unreleased,Unreleased,"Aug 9, 2012",Yes,[126]
Nikoli no Puzzle V: Heyawake,Puzzle,Hamster Corporation,Hamster Corporation,Unreleased,Unreleased,"Jul 7, 2012",Yes,[127]
Nikoli no Puzzle V: Hitori ni Shite Kure,Puzzle,Hamster Corporation,Hamster Corporation,Unreleased,Unreleased,"Jul 19, 2012",Yes,[128]
Nikoli no Puzzle V: Kakuro,Puzzle,Hamster Corporation,Hamster Corporation,Unreleased,Unreleased,"Apr 19, 2012",Yes,[129]
Nikoli no Puzzle V: Masyu,Puzzle,Hamster Corporation,Hamster Corporation,Unreleased,Unreleased,"Jul 5, 2012",Yes,[130]
Nikoli no Puzzle V: Numberlink,Puzzle,Hamster Corporation,Hamster Corporation,Unreleased,Unreleased,"Sep 13, 2012",Yes,[131]
Nikoli no Puzzle V: Nurikabe,Puzzle,Hamster Corporation,Hamster Corporation,Unreleased,Unreleased,"May 24, 2012",Yes,[132]
Nikoli no Puzzle V: Shikaku,Puzzle,Hamster Corporation,Hamster Corporation,Unreleased,Unreleased,"Aug 30, 2012",Yes,[133]
Nikoli no Puzzle V: Shugyoku No Jū-ni Puzzle,Puzzle,Hamster Corporation,Hamster Corporation,Unreleased,Unreleased,"Apr 12, 2012",Yes,[134]
Nikoli no Puzzle V: Yajilin,Puzzle,Hamster Corporation,Hamster Corporation,Unreleased,Unreleased,"Sep 27, 2012",Yes,[135]
Nil Admirari no Tenbin: Teito Genwaku Kitan,Otome game,Otomate,Idea Factory,Unreleased,Unreleased,"Apr 21, 2016",Yes,[136]
Nil Admirari no Tenbin: Kuroyuri En'yōtan,Otome game,Otomate,Idea Factory,Unreleased,Unreleased,"Sep 21, 2017",Yes,[137]
Ninja Gaiden Sigma Plus,Action-adventure,Team Ninja,Tecmo Koei,"Feb 22, 2012","Feb 22, 2012","Feb 23, 2012",Yes,[138]
Ninja Gaiden Sigma 2 Plus,Action-adventure,Team Ninja,Tecmo Koei,"Feb 26, 2013","Mar 1, 2013","Feb 28, 2013",Yes,[139]
Ninja Senki DX,Platform,Tribute Games,Tribute Games,"Feb 23, 2016","Feb 23, 2016",Unreleased,Yes,[140]
Ninja Usagimaru: Two Tails of Adventure,Platform,F K Digital,JP: Arc System WorksWW: Aksys Games,"Jul 7, 2017","Jul 7, 2017","Jul 7, 2017",Yes,[141]
Ninki Seiyū no Tsukurikata,Visual novel,MintCube,Entergram,Unreleased,Unreleased,"Jan 25, 2018",Yes,[142]
Nisekoi: Yomeiri!?,Visual novel,Konami,Konami,Unreleased,Unreleased,"Nov 27, 2014",Yes,[143]
No Heroes Allowed: No Puzzles Either!,Puzzle,Acquire,Sony Computer Entertainment,"Apr 15, 2014","Apr 16, 2014","Dec 26, 2013",No,[144]
Nobunaga no Yabō 201X,Puzzle,Koei Tecmo,Koei Tecmo,Unreleased,Unreleased,"Jan 7, 2016",No,[145]
Nobunaga no Yabō: Sozō,Turn-based strategy,Tecmo Koei,Tecmo Koei,Unreleased,Unreleased,"May 29, 2014",Yes,[146]
Nobunaga no Yabō: Sozō - Sengoku Risshiden,Turn-based strategy,Koei Tecmo,Koei Tecmo,Unreleased,Unreleased,"Mar 24, 2016",Yes,[147]
Nobunaga no Yabō: Tendō with Power-Up Kit,Turn-based strategy,Tecmo Koei,Tecmo Koei,Unreleased,Unreleased,"Sep 27, 2012",Yes,[148]
Nobunaga no Yabō: Tenshouki with Power-Up Kit HD Version,Turn-based strategy,Koei Tecmo,Koei Tecmo,Unreleased,Unreleased,"Nov 12, 2015",Yes,[149]
Nora to Ōjo to Noraneko Heart,Visual novel,Harukaze,Harukaze,Unreleased,Unreleased,"Sep 28, 2017",Yes,[150]
Norn9: Last Era,Otome game,Otomate,Idea Factory,Unreleased,Unreleased,"Apr 2, 2015",Yes,[151]
Norn9: Var Commons,Otome game,Otomate,JP: Idea FactoryWW: Aksys Games,"Nov 3, 2015","Nov 3, 2015","Dec 11, 2014",Yes,[152]
Norn9: Act Tune,Otome game,Otomate,Idea Factory,Unreleased,Unreleased,"Oct 6, 2016",Yes,[136]
North,Adventure,SometimesYou,SometimesYou,"Mar 6, 2018","Mar 6, 2018",Unreleased,Yes,[153]
Nova-111,Puzzle,"Funktronic Labs, Curve Studios",Curve Digital,"Aug 25, 2015","Aug 26, 2015",Unreleased,Yes,[154]
Nuclear Throne,Roguelike,Vlambeer,Vlambeer,"Dec 5, 2015","Dec 5, 2015",Unreleased,Yes,[155]
Nun Attack,Action,Frima Studio,Frima Studio,"Mar 19, 2013","May 8, 2013",Unreleased,No,[156]
Nurse Love Addiction [ja],Visual novel,Kogado Studio Shimarisu-san Team,Kogado Studio (JP)Degica (NA/EU),"Jun 22, 2017","Jun 22, 2017","Apr 30, 2015",Yes,[157]
Occultic;Nine,Visual novel,5pb.,5pb.,Unreleased,Unreleased,"Nov 9, 2017",Yes,[158]
Oceanhorn: Monster of Uncharted Seas,Action-adventure,"Cornfox & Bros., Engine Software",FDG Entertainment,"May 17, 2017","May 17, 2017",Unreleased,Yes,[159]
Octodad: Dadliest Catch,Adventure,"Young Horses, Sickhead Games",Young Horses,"May 26, 2015","May 28, 2015","Sep 11, 2015",North America/Europe only (1-2 players),[160]
Oddworld: Munch's Oddysee HD,Platform,Just Add Water,Oddworld Inhabitants,"Dec 16, 2014","Dec 17, 2014",Unreleased,Yes,[161]
Oddworld: New 'n' Tasty!,Platform,Just Add Water,Oddworld Inhabitants,"Jan 19, 2016","Jan 19, 2016",Unreleased,No,[162]
Oddworld: Stranger's Wrath HD,Action-adventure,Just Add Water,Oddworld Inhabitants,"Dec 18, 2012","Dec 19, 2012",Unreleased,No,[163]
Odin Sphere: Leifthrasir,Action role-playing,Vanillaware,Atlus,"Jun 7, 2016","Jun 24, 2016","Jan 14, 2016",Yes,[164]
Ōedo Blacksmith,Business simulation,Nippon Ichi Software,Nippon Ichi Software,Unreleased,Unreleased,"Nov 27, 2014",Yes,[165]
Ōka Ranman,Action,Planet G,Planet G,Unreleased,Unreleased,"Oct 31, 2013",No,[166]
OlliOlli,Sports,Roll7,Roll7,"Jan 21, 2014","Jan 22, 2014","Sep 24, 2014",Yes,[167]
OlliOlli2: Welcome to Olliwood,Sports,Roll7,Roll7,"Mar 3, 2015","Mar 4, 2015","Apr 1, 2015",Yes,[168]
Omega Labyrinth,Roguelike,Matrix Software,D3 Publisher,Unreleased,Unreleased,"Nov 19, 2015",Yes,[169]
Omega Labyrinth Z,Roguelike,Matrix Software,D3 Publisher,Unreleased,Unreleased,"Jul 6, 2017",Yes,[170]
Omerta Code: Tycoon Kai [ja],Otome game,Karin Chatnoir Omega,Karin Entertainment,Unreleased,Unreleased,"Mar 17, 2016",Yes,[171]
OMG HD Zombies!,Action,Laughing Jackal,Laughing Jackal,"Jun 19, 2013","Jun 19, 2013",Unreleased,Yes,[172]
Onigiri,MMORPG,CyberStep,CyberStep,Unreleased,Unreleased,"Jul 21, 2017",No,[173]
